"unique_ID","Date","Time","Temp"
"6B1","2016-07-06","15:29:01",12.013
"6B1","2016-07-06","21:29:01",12.11
"6B1","2016-07-07","03:29:01",11.722
"6B1","2016-07-07","09:29:01",11.334
"6B1","2016-07-07","15:29:01",11.819
"6B1","2016-07-07","21:29:01",12.207
"6B1","2016-07-08","03:29:01",11.334
"6B1","2016-07-08","09:29:01",10.846
"6B1","2016-07-08","15:29:01",11.625
"6B1","2016-07-08","21:29:01",12.304
"6B1","2016-07-09","03:29:01",11.431
"6B1","2016-07-09","09:29:01",10.846
"6B1","2016-07-09","15:29:01",11.722
"6B1","2016-07-09","21:29:01",12.401
"6B1","2016-07-10","03:29:01",11.819
"6B1","2016-07-10","09:29:01",11.528
"6B1","2016-07-10","15:29:01",12.11
"6B1","2016-07-10","21:29:01",12.69
"6B1","2016-07-11","03:29:01",11.916
"6B1","2016-07-11","09:29:01",11.916
"6B1","2016-07-11","15:29:01",12.787
"6B1","2016-07-11","21:29:01",12.98
"6B1","2016-07-12","03:29:01",12.594
"6B1","2016-07-12","09:29:01",12.401
"6B1","2016-07-12","15:29:01",12.69
"6B1","2016-07-12","21:29:01",12.787
"6B1","2016-07-13","03:29:01",12.497
"6B1","2016-07-13","09:29:01",12.497
"6B1","2016-07-13","15:29:01",12.497
"6B1","2016-07-13","21:29:01",12.497
"6B1","2016-07-14","03:29:01",12.207
"6B1","2016-07-14","09:29:01",12.013
"6B1","2016-07-14","15:29:01",12.401
"6B1","2016-07-14","21:29:01",12.497
"6B1","2016-07-15","03:29:01",12.11
"6B1","2016-07-15","09:29:01",11.916
"6B1","2016-07-15","15:29:01",12.207
"6B1","2016-07-15","21:29:01",12.401
"6B1","2016-07-16","03:29:01",12.013
"6B1","2016-07-16","09:29:01",11.625
"6B1","2016-07-16","15:29:01",12.207
"6B1","2016-07-16","21:29:01",12.594
"6B1","2016-07-17","03:29:01",12.11
"6B1","2016-07-17","09:29:01",11.819
"6B1","2016-07-17","15:29:01",12.207
"6B1","2016-07-17","21:29:01",12.497
"6B1","2016-07-18","03:29:01",12.11
"6B1","2016-07-18","09:29:01",11.819
"6B1","2016-07-18","15:29:01",12.207
"6B1","2016-07-18","21:29:01",12.594
"6B1","2016-07-19","03:29:01",11.819
"6B1","2016-07-19","09:29:01",11.236
"6B1","2016-07-19","15:29:01",11.916
"6B1","2016-07-19","21:29:01",12.594
"6B1","2016-07-20","03:29:01",11.916
"6B1","2016-07-20","09:29:01",11.625
"6B1","2016-07-20","15:29:01",12.304
"6B1","2016-07-20","21:29:01",12.883
"6B1","2016-07-21","03:29:01",12.401
"6B1","2016-07-21","09:29:01",12.207
"6B1","2016-07-21","15:29:01",13.269
"6B1","2016-07-21","21:29:01",14.038
"6B1","2016-07-22","03:29:01",13.269
"6B1","2016-07-22","09:29:01",12.98
"6B1","2016-07-22","15:29:01",13.654
"6B1","2016-07-22","21:29:01",14.038
"6B1","2016-07-23","03:29:01",13.558
"6B1","2016-07-23","09:29:01",13.269
"6B1","2016-07-23","15:29:01",13.942
"6B1","2016-07-23","21:29:01",14.325
"6B1","2016-07-24","03:29:01",13.942
"6B1","2016-07-24","09:29:01",13.75
"6B1","2016-07-24","15:29:01",14.325
"6B1","2016-07-24","21:29:01",14.613
"6B1","2016-07-25","03:29:01",13.846
"6B1","2016-07-25","09:29:01",13.461
"6B1","2016-07-25","15:29:01",14.325
"6B1","2016-07-25","21:29:01",14.9
"6B1","2016-07-26","03:29:01",14.325
"6B1","2016-07-26","09:29:01",14.038
"6B1","2016-07-26","15:29:01",14.517
"6B1","2016-07-26","21:29:01",14.613
"6B1","2016-07-27","03:29:01",14.038
"6B1","2016-07-27","09:29:01",13.75
"6B1","2016-07-27","15:29:01",14.23
"6B1","2016-07-27","21:29:01",14.421
"6B1","2016-07-28","03:29:01",14.038
"6B1","2016-07-28","09:29:01",13.654
"6B1","2016-07-28","15:29:01",13.846
"6B1","2016-07-28","21:29:01",13.846
"6B1","2016-07-29","03:29:01",13.173
"6B1","2016-07-29","09:29:01",12.787
"6B1","2016-07-29","15:29:01",13.461
"6B1","2016-07-29","21:29:01",13.942
"6B1","2016-07-30","03:29:01",13.461
"6B1","2016-07-30","09:29:01",13.173
"6B1","2016-07-30","15:29:01",13.461
"6B1","2016-07-30","21:29:01",13.558
"6B1","2016-07-31","03:29:01",13.173
"6B1","2016-07-31","09:29:01",12.787
"6B1","2016-07-31","15:29:01",12.98
"6B1","2016-07-31","21:29:01",13.173
"6B1","2016-08-01","03:29:01",12.69
"6B1","2016-08-01","09:29:01",12.304
"6B1","2016-08-01","15:29:01",12.69
"6B1","2016-08-01","21:29:01",12.98
"6B1","2016-08-02","03:29:01",12.594
"6B1","2016-08-02","09:29:01",12.304
"6B1","2016-08-02","14:27:57",NA
"6B1","2016-08-02","14:28:00",NA
"6B4","2016-06-01","03:29:10",9.965
"6B4","2016-06-01","09:29:10",9.768
"6B4","2016-06-01","15:29:10",10.455
"6B4","2016-06-01","21:29:10",11.139
"6B4","2016-06-02","03:29:10",9.669
"6B4","2016-06-02","09:29:10",9.669
"6B4","2016-06-02","15:29:10",10.357
"6B4","2016-06-02","21:29:10",10.944
"6B4","2016-06-03","03:29:10",8.879
"6B4","2016-06-03","09:29:10",8.68
"6B4","2016-06-03","15:29:10",9.472
"6B4","2016-06-03","21:29:10",9.866
"6B4","2016-06-04","03:29:10",8.68
"6B4","2016-06-04","09:29:10",8.779
"6B4","2016-06-04","15:29:10",9.669
"6B4","2016-06-04","21:29:10",9.472
"6B4","2016-06-05","03:29:10",8.282
"6B4","2016-06-05","09:29:10",8.282
"6B4","2016-06-05","15:29:10",8.779
"6B4","2016-06-05","21:29:10",9.275
"6B4","2016-06-06","03:29:10",7.582
"6B4","2016-06-06","09:29:10",7.782
"6B4","2016-06-06","15:29:10",8.68
"6B4","2016-06-06","21:29:10",9.472
"6B4","2016-06-07","03:29:10",8.082
"6B4","2016-06-07","09:29:10",8.481
"6B4","2016-06-07","15:29:10",9.571
"6B4","2016-06-07","21:29:10",9.571
"6B4","2016-06-08","03:29:10",8.382
"6B4","2016-06-08","09:29:10",8.182
"6B4","2016-06-08","15:29:10",9.176
"6B4","2016-06-08","21:29:10",9.275
"6B4","2016-06-09","03:29:10",8.282
"6B4","2016-06-09","09:29:10",7.983
"6B4","2016-06-09","15:29:10",8.978
"6B4","2016-06-09","21:29:10",8.978
"6B4","2016-06-10","03:29:10",7.782
"6B4","2016-06-10","09:29:10",7.782
"6B4","2016-06-10","15:29:10",9.373
"6B4","2016-06-10","21:29:10",9.472
"6B4","2016-06-11","03:29:10",7.682
"6B4","2016-06-11","09:29:10",7.782
"6B4","2016-06-11","15:29:10",8.581
"6B4","2016-06-11","21:29:10",9.571
"6B4","2016-06-12","03:29:10",7.983
"6B4","2016-06-12","09:29:10",8.082
"6B4","2016-06-12","15:29:10",8.879
"6B4","2016-06-12","21:29:10",9.373
"6B4","2016-06-13","03:29:10",8.082
"6B4","2016-06-13","09:29:10",8.282
"6B4","2016-06-13","15:29:10",9.472
"6B4","2016-06-13","21:29:10",9.965
"6B4","2016-06-14","03:29:10",8.581
"6B4","2016-06-14","09:29:10",8.481
"6B4","2016-06-14","15:29:10",9.275
"6B4","2016-06-14","21:29:10",9.768
"6B4","2016-06-15","03:29:10",8.182
"6B4","2016-06-15","09:29:10",8.581
"6B4","2016-06-15","15:29:10",9.866
"6B4","2016-06-15","21:29:10",10.651
"6B4","2016-06-16","03:29:10",9.669
"6B4","2016-06-16","09:29:10",9.669
"6B4","2016-06-16","15:29:10",11.334
"6B4","2016-06-16","21:29:10",11.528
"6B4","2016-06-17","03:29:10",10.161
"6B4","2016-06-17","09:29:10",9.965
"6B4","2016-06-17","15:29:10",11.625
"6B4","2016-06-17","21:29:10",11.431
"6B4","2016-06-18","03:29:10",10.259
"6B4","2016-06-18","09:29:10",9.669
"6B4","2016-06-18","15:29:10",9.669
"6B4","2016-06-18","21:29:10",9.472
"6B4","2016-06-19","03:29:10",8.978
"6B4","2016-06-19","09:29:10",8.879
"6B4","2016-06-19","15:29:10",9.866
"6B4","2016-06-19","21:29:10",9.866
"6B4","2016-06-20","03:29:10",8.879
"6B4","2016-06-20","09:29:10",8.978
"6B4","2016-06-20","15:29:10",9.768
"6B4","2016-06-20","21:29:10",10.651
"6B4","2016-06-21","03:29:10",9.669
"6B4","2016-06-21","09:29:10",9.669
"6B4","2016-06-21","15:29:10",10.748
"6B4","2016-06-21","21:29:10",10.455
"6B4","2016-06-22","03:29:10",9.669
"6B4","2016-06-22","09:29:10",9.866
"6B4","2016-06-22","15:29:10",11.139
"6B4","2016-06-22","21:29:10",11.625
"6B4","2016-06-23","03:29:10",10.651
"6B4","2016-06-23","09:29:10",10.651
"6B4","2016-06-23","15:29:10",11.625
"6B4","2016-06-23","21:29:10",11.916
"6B4","2016-06-24","03:29:10",10.846
"6B4","2016-06-24","09:29:10",10.748
"6B4","2016-06-24","15:29:10",12.207
"6B4","2016-06-24","21:29:10",12.69
"6B4","2016-06-25","03:29:10",11.722
"6B4","2016-06-25","09:29:10",11.625
"6B4","2016-06-25","15:29:10",12.497
"6B4","2016-06-25","21:29:10",12.69
"6B4","2016-06-26","03:29:10",11.139
"6B4","2016-06-26","09:29:10",11.139
"6B4","2016-06-26","15:29:10",13.076
"6B4","2016-06-26","21:29:10",13.461
"6B4","2016-06-27","03:29:10",12.497
"6B4","2016-06-27","09:29:10",12.11
"6B4","2016-06-27","15:29:10",12.98
"6B4","2016-06-27","21:29:10",12.98
"6B4","2016-06-28","03:29:10",11.528
"6B4","2016-06-28","09:29:10",11.041
"6B4","2016-06-28","15:29:10",12.11
"6B4","2016-06-28","21:29:10",12.401
"6B4","2016-06-29","03:29:10",10.846
"6B4","2016-06-29","09:29:10",10.553
"6B4","2016-06-29","15:29:10",11.431
"6B4","2016-06-29","21:29:10",12.207
"6B4","2016-06-30","03:29:10",11.334
"6B4","2016-06-30","09:29:10",11.334
"6B4","2016-06-30","15:29:10",12.69
"6B4","2016-06-30","21:29:10",12.883
"6B4","2016-07-01","03:29:10",11.722
"6B4","2016-07-01","09:29:10",11.625
"6B4","2016-07-01","15:29:10",12.497
"6B4","2016-07-01","21:29:10",12.69
"6B4","2016-07-02","03:29:10",11.625
"6B4","2016-07-02","09:29:10",11.528
"6B4","2016-07-02","15:29:10",12.207
