"Track.n." "Slice.n." "X" "Y" "Distance" "Velocity" "Pixel.Value" "Treat" "Replica" "was.disp" "ID" "time"
"1867" 5 8 832 3805 "85.749" 8.575 -8029853 1 4 1 1415 80
"1868" 5 9 1062 2713 "143.959" 14.396 -7433866 1 4 1 1415 90
"1869" 5 10 1284 1689 "135.165" 13.516 -6647189 1 4 1 1415 100
"1870" 5 11 1122 1301 "54.240" 5.424 -7106174 1 4 1 1415 110
"1871" 5 12 1028 1766 "61.198" 6.12 -7696768 1 4 1 1415 120
"1872" 5 13 1164 1898 "24.449" 2.445 -7369883 1 4 1 1415 130
"1873" 5 14 1843 2653 "130.988" 13.099 -5525584 1 4 1 1415 140
"1874" 5 15 2786 3306 "147.966" 14.797 -7895949 1 4 1 1415 150
"1875" 5 16 3857 3507 "140.571" 14.057 -6055806 1 4 1 1415 160
"1876" 5 17 4701 3481 "108.928" 10.893 -6249574 1 4 1 1415 170
"1877" 5 18 4710 2683 "102.949" 10.295 -5988227 1 4 1 1415 180
"1878" 5 19 4155 2333 "84.643" 8.464 -6646398 1 4 1 1415 190
"1879" 5 20 4526 2440 "49.810" 4.981 -5197145 1 4 1 1415 200
"1880" 5 21 4736 2619 "35.596" 3.56 -4932671 1 4 1 1415 210
"1881" 5 22 4928 2858 "39.547" 3.955 -8092037 1 4 1 1415 220
"1882" 5 23 5034 2683 "26.393" 2.639 -6447713 1 4 1 1415 230
"1883" 5 24 5043 2363 "41.296" 4.13 -3487292 1 4 1 1415 240
"1884" 5 25 5009 1928 "56.286" 5.629 -6579050 1 4 1 1415 250
"1885" 5 26 4787 1544 "57.218" 5.722 -6514563 1 4 1 1415 260
"1886" 5 27 4501 1181 "59.615" 5.961 -7699600 1 4 1 1415 270
"1887" 5 28 4138 785 "69.299" 6.93 -6381419 1 4 1 1415 280
"1888" 5 29 3686 571 "64.513" 6.451 -6447222 1 4 1 1415 290
"1889" 5 30 2965 482 "93.715" 9.371 -8358042 1 4 1 1415 300
"1890" 5 31 2333 614 "83.287" 8.329 -7566986 1 4 1 1415 310
"1891" 5 32 1536 776 "104.915" 10.492 -10065049 1 4 1 1415 320
"1892" 5 33 1702 1403 "83.670" 8.367 -4736596 1 4 1 1415 330
"1893" 5 34 1664 1941 "69.575" 6.957 -10526891 1 4 1 1415 340
"1894" 5 35 1463 2035 "28.624" 2.862 -7238805 1 4 1 1415 350
"1895" 5 36 1779 2688 "93.582" 9.358 -5395815 1 4 1 1415 360
"1896" 5 37 2154 2363 "64.014" 6.401 -5986404 1 4 1 1415 370
"1897" 5 38 2295 2252 "23.149" 2.315 -10660525 1 4 1 1415 380
"1898" 5 39 2440 2188 "20.446" 2.045 -8420996 1 4 1 1415 390
"1899" 5 40 2867 1975 "61.556" 6.156 -8552580 1 4 1 1415 400
"1900" 5 41 3460 1962 "76.515" 7.652 -10527394 1 4 1 1415 410
"1901" 5 42 3831 1779 "53.365" 5.336 -5394775 1 4 1 1415 420
"1902" 5 43 4130 1634 "42.867" 4.287 -3880499 1 4 1 1415 430
"1903" 5 44 4667 1510 "71.096" 7.11 -5726084 1 4 1 1415 440
"1904" 5 45 5000 1113 "66.844" 6.684 -6315369 1 4 1 1415 450
"1905" 5 46 4957 618 "64.095" 6.41 -6844316 1 4 1 1415 460
"1906" 5 47 5017 115 "65.347" 6.535 -6053494 1 4 1 1415 470
"1907" 5 48 4983 34 "11.332" 1.133 -12434365 1 4 1 1415 480
"1908" 5 49 4343 396 "94.852" 9.485 -7237766 1 4 1 1415 490
"1909" 5 50 3584 772 "109.267" 10.927 -8419975 1 4 1 1415 500
"1910" 5 51 2705 1130 "122.435" 12.243 -13685206 1 4 1 1415 510
"1911" 5 52 2069 1728 "112.615" 11.261 -8620961 1 4 1 1415 520
"1912" 5 53 1540 2171 "89.009" 8.901 -5657186 1 4 1 1415 530
"1913" 5 54 1083 1553 "99.152" 9.915 -5199465 1 4 1 1415 540
"1914" 5 55 1075 1540 "1.969" 0.197 -6644352 1 4 1 1415 550
"1915" 5 56 1113 2692 "148.689" 14.869 -9146519 1 4 1 1415 560
"1916" 5 57 2039 3379 "148.739" 14.874 -6646382 1 4 1 1415 570
"1917" 5 58 2888 3298 "110.018" 11.002 -7435388 1 4 1 1415 580
"1918" 5 59 3528 3080 "87.218" 8.722 -7303032 1 4 1 1415 590
"1919" 5 60 3950 2376 "105.882" 10.588 -7962772 1 4 1 1415 600
"1920" 5 61 3874 2043 "44.062" 4.406 -4014691 1 4 1 1415 610
"1921" 6 2 4923 2188 "-1.000" -1 -5458251 1 4 1 1416 20
"1922" 6 3 4970 2628 "57.083" 5.708 -5527644 1 4 1 1416 30
"1923" 6 4 4945 2803 "22.804" 2.28 -9273456 1 4 1 1416 40
"1924" 6 5 4996 2496 "40.146" 4.015 -5923968 1 4 1 1416 50
"1925" 6 6 4996 2329 "21.543" 2.154 -9341303 1 4 1 1416 60
"1926" 6 7 4906 1813 "67.569" 6.757 -6644318 1 4 1 1416 70
"1927" 6 8 4932 1753 "8.435" 0.844 -4079175 1 4 1 1416 80
"1928" 6 9 4893 1710 "7.489" 0.749 -6974847 1 4 1 1416 90
"1929" 6 10 4765 1169 "71.716" 7.172 -4672092 1 4 1 1416 100
"1930" 6 11 4569 605 "77.024" 7.702 -6317158 1 4 1 1416 110
"1931" 6 12 4416 102 "67.822" 6.782 -3817551 1 4 1 1416 120
"1932" 6 13 4074 51 "44.606" 4.461 -5002625 1 4 1 1416 130
"1933" 6 14 3712 85 "46.904" 4.69 -8228523 1 4 1 1416 140
"1934" 6 15 3374 388 "58.557" 5.856 -4343644 1 4 1 1416 150
"1935" 6 16 3276 797 "54.254" 5.425 -10856372 1 4 1 1416 160
"1936" 6 17 3515 1228 "63.575" 6.358 -3748662 1 4 1 1416 170
"1937" 6 18 3682 1796 "76.373" 7.637 -3814964 1 4 1 1416 180
"1938" 6 19 4164 2325 "92.320" 9.232 -8552564 1 4 1 1416 190
"1939" 6 20 4535 2444 "50.261" 5.026 -6250346 1 4 1 1416 200
"1940" 6 21 4740 2615 "34.437" 3.444 -4670273 1 4 1 1416 210
"1941" 6 22 4936 2862 "40.676" 4.068 -5393998 1 4 1 1416 220
"1942" 6 23 5017 2679 "25.816" 2.582 -10000545 1 4 1 1416 230
"1943" 6 24 5038 2389 "37.508" 3.751 -6249055 1 4 1 1416 240
"1944" 6 25 4996 1915 "61.386" 6.139 -7898016 1 4 1 1416 250
"1945" 6 26 4765 1548 "55.941" 5.594 -10593452 1 4 1 1416 260
"1946" 6 27 4492 1194 "57.668" 5.767 -11842753 1 4 1 1416 270
"1947" 6 28 4125 776 "71.756" 7.176 -7830691 1 4 1 1416 280
"1948" 6 29 3665 550 "66.115" 6.611 -4804197 1 4 1 1416 290
"1949" 6 30 2956 477 "91.945" 9.194 -8355987 1 4 1 1416 300
"1950" 6 31 2333 618 "82.400" 8.24 -6975112 1 4 1 1416 310
"1951" 6 32 1536 780 "104.915" 10.492 -8354936 1 4 1 1416 320
"1952" 6 33 1553 1792 "130.566" 13.057 -6251411 1 4 1 1416 330
"1953" 6 34 2167 2163 "92.542" 9.254 -4277072 1 4 1 1416 340
"1954" 6 35 2585 2816 "100.017" 10.002 -4800849 1 4 1 1416 350
"1955" 6 36 2645 2854 "9.162" 0.916 -1973552 1 4 1 1416 360
"1956" 6 37 2598 2816 "7.797" 0.78 -6846359 1 4 1 1416 370
"1957" 6 38 2598 2820 "0.516" 0.052 -6254499 1 4 1 1416 380
"1958" 6 39 2496 2999 "26.577" 2.658 -7109002 1 4 1 1416 390
"1959" 6 40 2150 3596 "89.012" 8.901 -6975627 1 4 1 1416 400
"1960" 6 41 1143 3737 "131.170" 13.117 -5264516 1 4 1 1416 410
"1961" 6 42 1629 3737 "62.694" 6.269 -5527148 1 4 1 1416 420
"1962" 6 43 2316 3677 "88.960" 8.896 -5196647 1 4 1 1416 430
"1963" 6 44 3400 3626 "139.991" 13.999 -7239056 1 4 1 1416 440
"1964" 6 45 4339 2952 "149.105" 14.911 -5725047 1 4 1 1416 450
"1965" 6 46 4979 3357 "97.702" 9.77 -7961206 1 4 1 1416 460
"1966" 6 47 4910 3767 "53.634" 5.363 -5329512 1 4 1 1416 470
"1967" 6 48 4974 3345 "55.060" 5.506 -6711699 1 4 1 1416 480
"1968" 6 49 4966 2624 "93.015" 9.301 -6120039 1 4 1 1416 490
"1969" 6 50 4945 2094 "68.424" 6.842 -6251402 1 4 1 1416 500
"1970" 6 51 4795 1395 "92.224" 9.222 -9212864 1 4 1 1416 510
"1971" 6 52 4936 1152 "36.242" 3.624 -8751810 1 4 1 1416 520
"1972" 6 53 4893 379 "99.871" 9.987 -6514322 1 4 1 1416 530
"1973" 6 54 4795 8 "49.501" 4.95 -11646150 1 4 1 1416 540
"1974" 6 55 5030 426 "61.859" 6.186 -5328725 1 4 1 1416 550
"1975" 6 56 4936 418 "12.170" 1.217 -9872588 1 4 1 1416 560
"1976" 6 57 4283 448 "84.326" 8.433 -5331853 1 4 1 1416 570
"1977" 6 58 3831 354 "59.556" 5.956 -5069447 1 4 1 1416 580
"1978" 6 59 2675 861 "162.836" 16.284 -10856105 1 4 1 1416 590
"1979" 6 60 1344 588 "175.273" 17.527 -8554395 1 4 1 1416 600
"1980" 6 61 1181 1996 "182.845" 18.285 -6253446 1 4 1 1416 610
"1981" 1 2 1331 925 "-1.000" -1 -6186635 1 4 0 1401 20
"1982" 1 3 1262 1284 "47.159" 4.716 -7040378 1 4 0 1401 30
"1983" 1 4 1348 2039 "98.025" 9.802 -4473673 1 4 0 1401 40
"1984" 1 5 1629 3148 "147.582" 14.758 -4277853 1 4 0 1401 50
"1985" 1 6 1412 3763 "84.129" 8.413 -6649231 1 4 0 1401 60
"1986" 1 7 1207 3677 "28.678" 2.868 -7108504 1 4 0 1401 70
"1987" 1 8 1117 3750 "14.949" 1.495 -7700639 1 4 0 1401 80
"1988" 1 9 1134 3392 "46.234" 4.623 -7437215 1 4 0 1401 90
"1989" 1 10 1309 2833 "75.562" 7.556 -5401744 1 4 0 1401 100
"1990" 1 11 1493 2060 "102.503" 10.25 -5531529 1 4 0 1401 110
"1991" 1 12 1873 1378 "100.713" 10.071 -3884647 1 4 0 1401 120
"1992" 1 13 2397 341 "149.881" 14.988 -4677016 1 4 0 1401 130
"1993" 1 14 2897 238 "65.854" 6.585 -6190255 1 4 0 1401 140
"1994" 1 15 3340 733 "85.693" 8.569 -4079696 1 4 0 1401 150
"1995" 1 16 3788 998 "67.146" 6.715 -4804197 1 4 0 1401 160
"1996" 1 17 3878 1216 "30.424" 3.042 -4806514 1 4 0 1401 170
"1997" 1 18 3835 1527 "40.501" 4.05 -5331840 1 4 0 1401 180
"1998" 1 19 3729 1809 "38.863" 3.886 -5136252 1 4 0 1401 190
"1999" 1 20 3532 2077 "42.907" 4.291 -6054521 1 4 0 1401 200
"2000" 1 21 3421 2252 "26.733" 2.673 -7175065 1 4 0 1401 210
"2001" 1 22 3387 2304 "8.015" 0.801 -5135240 1 4 0 1401 220
"2002" 1 23 3238 2807 "67.674" 6.767 -3751768 1 4 0 1401 230
"2003" 1 24 3089 3349 "72.512" 7.251 -5926021 1 4 0 1401 240
"2004" 1 25 3101 3741 "50.592" 5.059 -5594481 1 4 0 1401 250
"2005" 1 26 3046 3801 "10.500" 1.05 -5465482 1 4 0 1401 260
"2006" 1 27 2850 3737 "26.598" 2.66 -5334427 1 4 0 1401 270
"2007" 1 28 2624 3784 "29.778" 2.978 -7504030 1 4 0 1401 280
"2008" 1 29 2397 3767 "29.365" 2.937 -5464984 1 4 0 1401 290
"2009" 1 30 2005 3754 "50.596" 5.06 -6058909 1 4 0 1401 300
"2010" 1 31 1958 3771 "6.447" 0.645 -6187415 1 4 0 1401 310
"2011" 1 32 1932 3763 "3.509" 0.351 -5988227 1 4 0 1401 320
"2012" 1 33 1979 3776 "6.291" 0.629 -5865658 1 4 0 1401 330
"2013" 1 34 1902 3750 "10.484" 1.048 -5269422 1 4 0 1401 340
"2014" 1 35 1685 3733 "28.079" 2.808 -7043485 1 4 0 1401 350
"2015" 1 36 1220 3571 "63.521" 6.352 -4939920 1 4 0 1401 360
"2016" 1 37 1105 3438 "22.681" 2.268 -6650020 1 4 0 1401 370
"2017" 1 38 1117 3438 "1.548" 0.155 -3553629 1 4 0 1401 380
"2018" 1 39 1130 3264 "22.509" 2.251 -7767473 1 4 0 1401 390
"2019" 1 40 1134 2944 "41.283" 4.128 -3952269 1 4 0 1401 400
"2020" 1 41 1173 2653 "37.875" 3.787 -6253195 1 4 0 1401 410
"2021" 1 42 1314 2299 "49.155" 4.916 -4284310 1 4 0 1401 420
"2022" 1 43 1382 1817 "62.794" 6.279 -7042196 1 4 0 1401 430
"2023" 1 44 1467 1779 "12.011" 1.201 -4936820 1 4 0 1401 440
"2024" 1 45 1681 1297 "68.031" 6.803 -2831179 1 4 0 1401 450
"2025" 1 46 2039 550 "106.858" 10.686 -6188180 1 4 0 1401 460
"2026" 1 47 2197 174 "52.612" 5.261 -5796526 1 4 0 1401 470
"2027" 1 48 2636 605 "79.362" 7.936 -6055806 1 4 0 1401 480
"2028" 1 49 3434 832 "107.026" 10.703 -6452638 1 4 0 1401 490
"2029" 1 50 4748 878 "169.610" 16.961 -5268117 1 4 0 1401 500
"2030" 1 51 5196 866 "57.813" 5.781 -6384771 1 4 0 1401 510
"2031" 1 52 5256 1659 "102.589" 10.259 -3949656 1 4 0 1401 520
"2032" 1 53 5017 2555 "119.625" 11.963 -3094869 1 4 0 1401 530
"2033" 1 54 4475 2897 "82.674" 8.267 -4676230 1 4 0 1401 540
"2034" 1 55 4117 3733 "117.316" 11.732 -5734323 1 4 0 1401 550
"2035" 1 56 3844 3869 "39.345" 3.934 -4742036 1 4 0 1401 560
"2036" 1 57 3652 3840 "25.049" 2.505 -7767723 1 4 0 1401 570
"2037" 1 58 3396 3797 "33.487" 3.349 -6190495 1 4 0 1401 580
"2038" 1 59 3101 3733 "38.940" 3.894 -6912411 1 4 0 1401 590
"2039" 1 60 2973 3072 "86.853" 8.685 -6781356 1 4 0 1401 600
"2040" 1 61 1796 2952 "152.620" 15.262 -4610185 1 4 0 1401 610
"2041" 2 2 2257 1634 "-1.000" -1 -7832217 1 4 0 1402 20
"2042" 2 3 2854 1783 "79.375" 7.938 -6976138 1 4 0 1402 30
"2043" 2 4 3413 2214 "91.056" 9.106 -8030097 1 4 0 1402 40
"2044" 2 5 3848 2862 "100.680" 10.068 -6185329 1 4 0 1402 50
"2045" 2 6 4117 3387 "76.098" 7.61 -3881275 1 4 0 1402 60
"2046" 2 7 4168 3886 "64.706" 6.471 -5988479 1 4 0 1402 70
"2047" 2 8 3699 3869 "60.541" 6.054 -5067115 1 4 0 1402 80
"2048" 2 9 3370 3797 "43.445" 4.345 -7370644 1 4 0 1402 90
"2049" 2 10 3016 3763 "45.876" 4.588 -6844041 1 4 0 1402 100
"2050" 2 11 3097 3635 "19.540" 1.954 -5395037 1 4 0 1402 110
"2051" 2 12 2773 3379 "53.268" 5.327 -6845330 1 4 0 1402 120
"2052" 2 13 2265 3434 "65.915" 6.591 -4013402 1 4 0 1402 130
"2053" 2 14 2112 3485 "20.805" 2.08 -3949933 1 4 0 1402 140
"2054" 2 15 1446 3417 "86.361" 8.636 -7174811 1 4 0 1402 150
"2055" 2 16 1117 3494 "43.588" 4.359 -5461608 1 4 0 1402 160
"2056" 2 17 1160 3784 "37.819" 3.782 -7829903 1 4 0 1402 170
"2057" 2 18 1117 3605 "23.748" 2.375 -6053232 1 4 0 1402 180
"2058" 2 19 1143 3379 "29.346" 2.935 -7238520 1 4 0 1402 190
"2059" 2 20 1134 3221 "20.415" 2.042 -6316656 1 4 0 1402 200
"2060" 2 21 1143 3131 "11.668" 1.167 -5856113 1 4 0 1402 210
"2061" 2 22 1147 3076 "7.114" 0.711 -7106949 1 4 0 1402 220
"2062" 2 23 1147 3067 "1.161" 0.116 -6383480 1 4 0 1402 230
"2063" 2 24 1186 2824 "31.748" 3.175 -5987441 1 4 0 1402 240
"2064" 2 25 1143 2641 "24.250" 2.425 -6909052 1 4 0 1402 250
"2065" 2 26 1262 2504 "23.409" 2.341 -6514813 1 4 0 1402 260
"2066" 2 27 1369 2406 "18.717" 1.872 -4410211 1 4 0 1402 270
"2067" 2 28 1809 2372 "56.929" 5.693 -5460319 1 4 0 1402 280
"2068" 2 29 2636 2675 "113.618" 11.362 -5921898 1 4 0 1402 290
"2069" 2 30 3106 2973 "71.790" 7.179 -6320267 1 4 0 1402 300
"2070" 2 31 3545 3225 "65.298" 6.53 -5856882 1 4 0 1402 310
"2071" 2 32 3946 3741 "84.301" 8.43 -6515583 1 4 0 1402 320
"2072" 2 33 4224 3814 "37.078" 3.708 -6648194 1 4 0 1402 330
"2073" 2 34 4433 3750 "28.197" 2.82 -6315880 1 4 0 1402 340
"2074" 2 35 4851 3507 "62.372" 6.237 -5856356 1 4 0 1402 350
"2075" 2 36 5239 3511 "50.055" 5.005 -5923701 1 4 0 1402 360
"2076" 2 37 5265 3400 "14.707" 1.471 -4277837 1 4 0 1402 370
"2077" 2 38 5282 3460 "8.045" 0.804 -5856883 1 4 0 1402 380
"2078" 2 39 5282 3456 "0.516" 0.052 -3618364 1 4 0 1402 390
"2079" 2 40 5303 3234 "28.766" 2.877 -7041141 1 4 0 1402 400
"2080" 2 41 5188 2990 "34.797" 3.48 -7303034 1 4 0 1402 410
"2081" 2 42 5115 2730 "34.837" 3.484 -7896719 1 4 0 1402 420
"2082" 2 43 5094 2683 "6.641" 0.664 -5398402 1 4 0 1402 430
"2083" 2 44 4974 2389 "40.964" 4.096 -5065811 1 4 0 1402 440
"2084" 2 45 4898 1676 "92.498" 9.25 -5790062 1 4 0 1402 450
"2085" 2 46 5239 1331 "62.576" 6.258 -7435914 1 4 0 1402 460
"2086" 2 47 5286 1629 "38.917" 3.892 -6909557 1 4 0 1402 470
"2087" 2 48 5154 2180 "73.090" 7.309 -5198438 1 4 0 1402 480
"2088" 2 49 5166 2730 "70.967" 7.097 -4804708 1 4 0 1402 490
"2089" 2 50 4996 2965 "37.416" 3.742 -8161441 1 4 0 1402 500
"2090" 2 51 4676 3370 "66.585" 6.659 -4870010 1 4 0 1402 510
"2091" 2 52 4522 3810 "60.136" 6.014 -5001324 1 4 0 1402 520
"2092" 2 53 3938 3750 "75.733" 7.573 -4805236 1 4 0 1402 530
"2093" 2 54 3626 3822 "41.306" 4.131 -5398149 1 4 0 1402 540
"2094" 2 55 3460 3810 "21.470" 2.147 -6053234 1 4 0 1402 550
"2095" 2 56 3089 3822 "47.884" 4.788 -8950947 1 4 0 1402 560
"2096" 2 57 2833 3464 "56.775" 5.677 -4474978 1 4 0 1402 570
"2097" 2 58 2628 3008 "64.495" 6.449 -3297926 1 4 0 1402 580
"2098" 2 59 2436 2419 "79.916" 7.992 -4869218 1 4 0 1402 590
"2099" 2 60 2393 2325 "13.335" 1.333 -6187400 1 4 0 1402 600
"2100" 2 61 2009 870 "194.122" 19.412 -5724267 1 4 0 1402 610
"2101" 3 2 2577 1309 "-1.000" -1 -6453408 1 4 0 1403 20
"2102" 3 3 2504 2602 "167.063" 16.706 -5858700 1 4 0 1403 30
"2103" 3 4 2252 3754 "152.122" 15.212 -6780053 1 4 0 1403 40
"2104" 3 5 1902 3788 "45.363" 4.536 -5858951 1 4 0 1403 50
"2105" 3 6 1659 3737 "32.030" 3.203 -7043228 1 4 0 1403 60
"2106" 3 7 1715 3669 "11.364" 1.136 -6385555 1 4 0 1403 70
"2107" 3 8 2082 3780 "49.461" 4.946 -8293779 1 4 0 1403 80
"2108" 3 9 2043 3805 "5.976" 0.598 -9739442 1 4 0 1403 90
"2109" 3 10 1779 3784 "34.164" 3.416 -6778508 1 4 0 1403 100
"2110" 3 11 1715 3784 "8.256" 0.826 -5530499 1 4 0 1403 110
"2111" 3 12 1523 3784 "24.768" 2.477 -6712202 1 4 0 1403 120
"2112" 3 13 1237 3737 "37.389" 3.739 -6975376 1 4 0 1403 130
"2113" 3 14 1126 3656 "17.726" 1.773 -8554657 1 4 0 1403 140
"2114" 3 15 1130 3801 "18.712" 1.871 -5066864 1 4 0 1403 150
"2115" 3 16 1284 3784 "19.987" 1.999 -10594492 1 4 0 1403 160
"2116" 3 17 1489 3780 "26.450" 2.645 -7371925 1 4 0 1403 170
"2117" 3 18 1659 3758 "22.113" 2.211 -7435650 1 4 0 1403 180
"2118" 3 19 1762 3746 "13.377" 1.338 -7829117 1 4 0 1403 190
"2119" 3 20 1907 3758 "18.769" 1.877 -6644091 1 4 0 1403 200
"2120" 3 21 1898 3758 "1.161" 0.116 -4933213 1 4 0 1403 210
"2121" 3 22 2013 3758 "14.835" 1.484 -4606289 1 4 0 1403 220
"2122" 3 23 2077 3703 "10.886" 1.089 -6645120 1 4 0 1403 230
"2123" 3 24 2103 3673 "5.121" 0.512 -7173266 1 4 0 1403 240
"2124" 3 25 2141 3665 "5.009" 0.501 -6251650 1 4 0 1403 250
"2125" 3 26 2201 3648 "8.045" 0.804 -7698309 1 4 0 1403 260
"2126" 3 27 2359 3584 "21.991" 2.199 -6516113 1 4 0 1403 270
"2127" 3 28 2355 3332 "32.512" 3.251 -8093069 1 4 0 1403 280
"2128" 3 29 2397 3285 "8.131" 0.813 -8487825 1 4 0 1403 290
"2129" 3 30 2709 3456 "45.897" 4.59 -4277332 1 4 0 1403 300
"2130" 3 31 2828 3336 "21.801" 2.18 -6842758 1 4 0 1403 310
"2131" 3 32 2867 3123 "27.934" 2.793 -5132645 1 4 0 1403 320
"2132" 3 33 3293 2820 "67.437" 6.744 -8094345 1 4 0 1403 330
"2133" 3 34 3584 2594 "47.530" 4.753 -7830675 1 4 0 1403 340
"2134" 3 35 3601 2551 "5.965" 0.596 -4808054 1 4 0 1403 350
"2135" 3 36 3916 2278 "53.772" 5.377 -7303812 1 4 0 1403 360
"2136" 3 37 4616 2291 "90.316" 9.032 -7830922 1 4 0 1403 370
"2137" 3 38 5256 2158 "84.324" 8.432 -5923446 1 4 0 1403 380
"2138" 3 39 5269 2700 "69.938" 6.994 -9147556 1 4 0 1403 390
"2139" 3 40 5303 2692 "4.506" 0.451 -9014153 1 4 0 1403 400
"2140" 3 41 5162 2065 "82.903" 8.29 -6184569 1 4 0 1403 410
"2141" 3 42 4962 1326 "98.761" 9.876 -6975364 1 4 0 1403 420
"2142" 3 43 4778 797 "72.251" 7.225 -8817580 1 4 0 1403 430
"2143" 3 44 4791 746 "6.789" 0.679 -6974835 1 4 0 1403 440
"2144" 3 45 4812 426 "41.369" 4.137 -8027800 1 4 0 1403 450
"2145" 3 46 4526 388 "37.218" 3.722 -9344925 1 4 0 1403 460
"2146" 3 47 3618 435 "117.289" 11.729 -7636905 1 4 0 1403 470
"2147" 3 48 3221 332 "52.909" 5.291 -7501961 1 4 0 1403 480
"2148" 3 49 2990 554 "41.329" 4.133 -8818091 1 4 0 1403 490
"2149" 3 50 2790 908 "52.450" 5.245 -8357019 1 4 0 1403 500
"2150" 3 51 2555 1433 "74.200" 7.42 -8224912 1 4 0 1403 510
"2151" 3 52 2427 1941 "67.580" 6.758 -8293025 1 4 0 1403 520
"2152" 3 53 2406 2120 "23.249" 2.325 -2763585 1 4 0 1403 530
"2153" 3 54 2137 2777 "91.582" 9.158 -7896200 1 4 0 1403 540
"2154" 3 55 1894 2939 "37.674" 3.767 -6778521 1 4 0 1403 550
"2155" 3 56 1642 3178 "44.803" 4.48 -7106447 1 4 0 1403 560
"2156" 3 57 1676 3626 "57.958" 5.796 -8029342 1 4 0 1403 570
"2157" 3 58 1719 3750 "16.930" 1.693 -6910094 1 4 0 1403 580
"2158" 3 59 2069 3746 "45.153" 4.515 -7698572 1 4 0 1403 590
"2159" 3 60 2188 3763 "15.507" 1.551 -8093053 1 4 0 1403 600
"2160" 3 61 2188 3729 "4.386" 0.439 -7566206 1 4 0 1403 610
"2161" 4 2 1728 3750 "-1.000" -1 -6647446 1 4 0 1404 20
"2162" 4 3 1757 3763 "4.100" 0.41 -6974334 1 4 0 1404 30
"2163" 4 4 1924 3784 "21.713" 2.171 -8685717 1 4 0 1404 40
"2164" 4 5 2274 3468 "60.829" 6.083 -6380895 1 4 0 1404 50
"2165" 4 6 2542 3336 "38.538" 3.854 -5921383 1 4 0 1404 60
"2166" 4 7 2397 3575 "36.061" 3.606 -8029318 1 4 0 1404 70
"2167" 4 8 2269 3776 "30.740" 3.074 -7307419 1 4 0 1404 80
"2168" 4 9 1480 3780 "101.782" 10.178 -7243447 1 4 0 1404 90
"2169" 4 10 1258 3788 "28.657" 2.866 -7373483 1 4 0 1404 100
"2170" 4 11 1130 3771 "16.657" 1.666 -6712712 1 4 0 1404 110
"2171" 4 12 1134 3771 "0.516" 0.052 -4674426 1 4 0 1404 120
"2172" 4 13 1139 3776 "0.912" 0.091 -7765652 1 4 0 1404 130
"2173" 4 14 1139 3784 "1.032" 0.103 -5855863 1 4 0 1404 140
"2174" 4 15 1139 3784 "0.000" 0 -7239323 1 4 0 1404 150
"2175" 4 16 1134 3776 "1.217" 0.122 -4280209 1 4 0 1404 160
"2176" 4 17 1134 3776 "0.000" 0 -3817310 1 4 0 1404 170
"2177" 4 18 1117 3605 "22.168" 2.217 -6053232 1 4 0 1404 180
"2178" 4 19 1143 3370 "30.500" 3.05 -7239049 1 4 0 1404 190
"2179" 4 20 1130 3238 "17.110" 1.711 -6580857 1 4 0 1404 200
"2180" 4 21 1143 3131 "13.905" 1.39 -5856113 1 4 0 1404 210
"2181" 4 22 1139 3072 "7.628" 0.763 -6711422 1 4 0 1404 220
"2182" 4 23 1126 3059 "2.372" 0.237 -3691930 1 4 0 1404 230
"2183" 4 24 1190 2820 "31.917" 3.192 -7632516 1 4 0 1404 240
"2184" 4 25 1164 2636 "23.972" 2.397 -8027273 1 4 0 1404 250
"2185" 4 26 1267 2500 "22.008" 2.201 -6647689 1 4 0 1404 260
"2186" 4 27 1369 2410 "17.548" 1.755 -6120825 1 4 0 1404 270
"2187" 4 28 1817 2376 "57.958" 5.796 -5001574 1 4 0 1404 280
"2188" 4 29 2636 2670 "112.252" 11.225 -6778246 1 4 0 1404 290
"2189" 4 30 3110 2986 "73.488" 7.349 -6582401 1 4 0 1404 300
"2190" 4 31 3545 3217 "63.536" 6.354 -5593463 1 4 0 1404 310
"2191" 4 32 3959 3746 "86.655" 8.665 -4475216 1 4 0 1404 320
"2192" 4 33 4219 3822 "34.944" 3.494 -7040381 1 4 0 1404 330
"2193" 4 34 4424 3763 "27.518" 2.752 -5528187 1 4 0 1404 340
"2194" 4 35 4842 3507 "63.231" 6.323 -3881545 1 4 0 1404 350
"2195" 4 36 5222 3511 "49.023" 4.902 -5856885 1 4 0 1404 360
"2196" 4 37 5260 3426 "12.011" 1.201 -7435123 1 4 0 1404 370
"2197" 4 38 5282 3477 "7.165" 0.717 -3488337 1 4 0 1404 380
"2198" 4 39 5269 3468 "2.040" 0.204 -6908014 1 4 0 1404 390
"2199" 4 40 5294 3234 "30.358" 3.036 -6579049 1 4 0 1404 400
"2200" 4 41 5196 3003 "32.370" 3.237 -6908274 1 4 0 1404 410
"2201" 4 42 5120 2734 "36.059" 3.606 -6579042 1 4 0 1404 420
"2202" 4 43 5085 2679 "8.410" 0.841 -2966140 1 4 0 1404 430
"2203" 4 44 4962 2389 "40.636" 4.064 -6187398 1 4 0 1404 440
"2204" 4 45 4885 1689 "90.845" 9.084 -3750992 1 4 0 1404 450
"2205" 4 46 5243 1339 "64.586" 6.459 -7631991 1 4 0 1404 460
"2206" 4 47 5282 1617 "36.213" 3.621 -6975625 1 4 0 1404 470
"2207" 4 48 5149 2163 "72.494" 7.249 -6844037 1 4 0 1404 480
