"dec_lon","dec_lat","gps","plot","species","dbh_cm","height_m","dbh_height"
15.484938,-2.504161,"293_2_1","elephants","HA",12.3,3.2,0.584755133119492
15.483425,-2.503173,"294_1_1","elephants","HA",12,3.8,0.499397649430815
15.484921,-2.504185,"294_2_1","elephants","HA",15.7,3.6,0.639597151641946
15.483489,-2.503185,"295_1_1","elephants","HA",10.7,4.8,0.348142540309622
15.484856,-2.504248,"295_2_1","elephants","HA",12.6,3.4,0.568891628075308
15.483338,-2.502929,"296_1_1","elephants","HA",10.1,4.5,0.351108860007299
15.484845,-2.504209,"296_2_1","elephants","HA",14.3,3.6,0.599033536697775
15.483375,-2.502886,"297_1_1","elephants","HA",24.4,5.2,0.67138648270393
15.484686,-2.504298,"297_2_1","elephants","HA",17.6,3.6,0.689210167046863
15.483409,-2.502889,"298_1_1","elephants","HA",11.2,3.4,0.517739105627926
15.484649,-2.50432,"298_2_1","elephants","HA",17.4,6.4,0.434369274298712
15.483396,-2.502831,"299_1_1","elephants","HA",10,4.5,0.346787486224656
15.484769,-2.504366,"299_2_1","elephants","HA",21,5,0.6232492903979
15.483918,-2.505056,"30_2_1","elephants","HA",9.2,4.2,0.340538536947655
15.483401,-2.502815,"300_1_1","elephants","HA",12.3,5.8,0.326477117876461
15.484836,-2.504415,"300_2_1","elephants","HA",18.3,3.8,0.682667493113619
15.483385,-2.502761,"301_1_1","elephants","HA",14,5,0.447158031342219
15.484808,-2.504391,"301_2_1","elephants","HA",12,3,0.602059991327962
15.483401,-2.502757,"302_1_1","elephants","HA",12.3,5.4,0.357511351616429
15.484875,-2.504415,"302_2_1","elephants","HA",12.5,5,0.397940008672038
15.483279,-2.502755,"303_1_1","elephants","HA",13,3.8,0.534159755690027
15.484883,-2.504382,"303_2_1","elephants","HA",12.5,3.8,0.517126416391246
15.483393,-2.502701,"304_1_1","elephants","HA",10.8,4.2,0.410174465089049
15.484985,-2.504308,"304_2_1","elephants","HA",12,4.4,0.435728569561437
15.483456,-2.502735,"305_1_1","elephants","HA",13.1,4.6,0.45451346397419
15.485041,-2.504258,"305_2_1","elephants","HA",11.5,3.6,0.504395339586324
15.483495,-2.502663,"306_1_1","elephants","HA",13.6,5.3,0.409263038769428
15.485054,-2.504288,"306_2_1","elephants","HA",12.4,3.8,0.513638088545425
15.483549,-2.502464,"307_1_1","elephants","HA",11.5,3,0.583576585633949
15.485124,-2.504336,"307_2_1","elephants","HA",18,5.4,0.522878745280338
15.483609,-2.502436,"308_1_1","elephants","HA",13.5,5.9,0.359481756852862
15.485116,-2.504341,"308_2_1","elephants","HA",14.4,3,0.681241237375587
15.483618,-2.50226,"309_1_1","elephants","HA",10.1,3.2,0.499171395462737
15.485084,-2.504339,"309_2_1","elephants","HA",11,3,0.564271430438563
15.483818,-2.505038,"31_2_1","elephants","HA",13.6,6,0.355387657986574
15.483674,-2.502233,"310_1_1","elephants","HA",10.5,4.6,0.358431467388364
15.485028,-2.504395,"310_2_1","elephants","HA",12.5,4,0.494850021680094
15.483612,-2.50218,"311_1_1","elephants","HA",18,6.3,0.455931955649724
15.485084,-2.504355,"311_2_1","elephants","HA",11.2,3,0.572096767950519
15.483542,-2.502173,"312_1_1","elephants","HA",15.2,4.2,0.558594297546872
15.485054,-2.50441,"312_2_1","elephants","HA",11.2,3.2,0.544068044350276
15.48348,-2.502202,"313_1_1","elephants","HA",13.6,3.4,0.602059991327962
15.485038,-2.504416,"313_2_1","elephants","HA",11,3.4,0.50991376811597
15.483574,-2.502055,"314_1_1","elephants","HA",15.5,3.4,0.658852781128036
15.48506,-2.504444,"314_2_1","elephants","HA",12.6,3.6,0.544068044350276
15.483488,-2.50198,"315_1_1","elephants","HA",14.2,4.7,0.480190486447339
15.48511,-2.504486,"315_2_1","elephants","HA",11,3,0.564271430438563
15.483514,-2.501946,"316_1_1","elephants","HA",11.4,6.3,0.257564301882891
15.48494,-2.504572,"316_2_1","elephants","HA",12.8,4.6,0.444452137966294
15.483555,-2.501926,"317_1_1","elephants","HA",13.5,5.2,0.414330424860207
15.484931,-2.504551,"317_2_1","elephants","HA",15.5,5.6,0.442143671164091
15.48356,-2.501922,"318_1_1","elephants","HA",12.5,4.8,0.415668775632469
15.484852,-2.504564,"318_2_1","elephants","HA",11.2,4.4,0.405765346183994
15.483658,-2.502004,"319_1_1","elephants","HA",12.2,4.1,0.473575973955013
15.484776,-2.504591,"319_2_1","elephants","HA",16,5.6,0.455931955649724
15.483847,-2.504982,"32_2_1","elephants","HA",12.6,3.2,0.595220566797657
15.483625,-2.501986,"320_1_1","elephants","HA",15.1,5.1,0.471406771195233
15.484867,-2.504671,"320_2_1","elephants","HA",18.7,5.4,0.53944784671353
15.483664,-2.502055,"321_1_1","elephants","HA",11.6,3.2,0.559308010907012
15.484838,-2.504703,"321_2_1","elephants","HA",17.2,3.8,0.655744850290739
15.483674,-2.50208,"322_1_1","elephants","HA",11.8,4.8,0.390640769930538
15.484827,-2.504755,"322_2_1","elephants","HA",16.5,3.8,0.637700347597096
15.483664,-2.502108,"323_1_1","elephants","HA",13.2,5.2,0.404570587571051
15.484989,-2.504985,"323_2_1","elephants","HA",23.1,7,0.518513939877888
15.483642,-2.50181,"324_1_1","elephants","HA",14.5,5.6,0.413179975228774
15.484983,-2.505242,"324_2_1","elephants","HA",12,2,0.778151250383644
15.483685,-2.501813,"325_1_1","elephants","HA",12,4.1,0.466397389327889
15.484968,-2.505342,"325_2_1","elephants","HA",12,3,0.602059991327962
15.483522,-2.501638,"326_1_1","elephants","HA",16.7,5.1,0.515146295049647
15.484984,-2.505336,"326_2_1","elephants","HA",12,2,0.778151250383644
15.48348,-2.501592,"327_1_1","elephants","HA",14.3,5.5,0.414973347970818
15.484949,-2.505338,"327_2_1","elephants","HA",24,3,0.903089986991944
15.483478,-2.501566,"328_1_1","elephants","HA",13,4.7,0.441845494371119
15.484738,-2.50534,"328_2_1","elephants","HA",11,3.4,0.50991376811597
15.483502,-2.501565,"329_1_1","elephants","HA",12.3,5.5,0.349542421945154
15.484723,-2.505291,"329_2_1","elephants","HA",16.2,5.6,0.461326987536431
15.48387,-2.504976,"33_2_1","elephants","HA",11.9,6,0.297395711008887
15.483445,-2.50157,"330_1_1","elephants","HA",14.7,4.4,0.523864658261989
15.484752,-2.505272,"330_2_1","elephants","HA",22.4,5,0.651278013998144
15.483454,-2.501565,"331_1_1","elephants","HA",14.9,4.1,0.560402411692539
15.48471,-2.505344,"331_2_1","elephants","HA",14.2,5,0.453318340047038
15.483451,-2.501459,"332_1_1","elephants","HA",12.1,3.4,0.551306453274195
15.484698,-2.505356,"332_2_1","elephants","HA",16.3,5.8,0.448759610841021
15.483496,-2.501454,"333_1_1","elephants","HA",17.9,4,0.650793039651931
15.484691,-2.505392,"333_2_1","elephants","HA",14.3,5,0.456366033129043
15.483338,-2.501386,"334_1_1","elephants","HA",12.1,3.4,0.551306453274195
15.48472,-2.505356,"334_2_1","elephants","HA",15.1,5,0.480006942957151
15.483328,-2.501397,"335_1_1","elephants","HA",11.6,3.5,0.520389944876643
15.484342,-2.505401,"335_2_1","elephants","HA",20.4,5.2,0.5936268237911
15.483366,-2.501357,"336_1_1","elephants","HA",18,4.2,0.632023214705406
15.484401,-2.505379,"336_2_1","elephants","HA",13.3,4.6,0.461093809285512
15.4834,-2.50128,"337_1_1","elephants","HA",19.9,6.2,0.506461386911453
15.484435,-2.505416,"337_2_1","elephants","HA",12.2,4.2,0.463110540276848
15.483392,-2.50114,"338_1_1","elephants","HA",20.1,8.9,0.353806050775576
15.484452,-2.505367,"338_2_1","elephants","HA",13.2,4.2,0.497324640807949
15.483305,-2.501097,"339_1_1","elephants","HA",13.3,3.2,0.61870166264718
15.484197,-2.505598,"339_2_1","elephants","HA",13,4.4,0.470490675820649
15.48387,-2.504974,"34_2_1","elephants","HA",9,3.2,0.449092531119419
15.484089,-2.501194,"340_1_1","elephants","HA",11,3.5,0.497324640807949
15.484168,-2.505204,"340_2_1","elephants","HA",15.5,5,0.491361693834273
15.484385,-2.501414,"341_1_1","elephants","HA",13.1,4.1,0.504487438936029
15.484119,-2.505096,"341_2_1","elephants","HA",11.9,3.6,0.519244460625243
15.484274,-2.501455,"342_1_1","elephants","HA",11.1,3.4,0.513844061744402
15.4841,-2.505104,"342_2_1","elephants","HA",11.5,3.8,0.480914243736802
15.484223,-2.501505,"343_1_1","elephants","HA",11.8,3.9,0.480817400279626
15.484085,-2.505118,"343_2_1","elephants","HA",16,4.6,0.541362150974351
15.484201,-2.501537,"344_1_1","elephants","HA",11.9,4.2,0.45229767099463
15.484096,-2.505031,"344_2_1","elephants","HA",18.5,5,0.568201724066995
15.484258,-2.501594,"345_1_1","elephants","HA",13,4.1,0.501159495587101
15.484091,-2.50502,"345_2_1","elephants","HA",15,4.8,0.494850021680094
15.484261,-2.501612,"346_1_1","elephants","HA",14.9,4.4,0.529733591926087
15.484116,-2.504898,"346_2_1","elephants","HA",11,3.4,0.50991376811597
15.484262,-2.50169,"347_1_1","elephants","HA",15,4.4,0.532638582569494
15.484156,-2.504862,"347_2_1","elephants","HA",14,4.8,0.464886798302651
15.4842,-2.501921,"348_1_1","elephants","HA",15.1,4.2,0.555727656895269
15.48413,-2.504931,"348_2_1","elephants","HA",16.6,5,0.521138083704036
15.484352,-2.502028,"349_1_1","elephants","HA",12.5,4.3,0.46344155742847
15.484174,-2.504897,"349_2_1","elephants","HA",11.2,3.4,0.517739105627926
15.483893,-2.504929,"35_2_1","elephants","HA",11.1,4.4,0.40187030230047
15.484357,-2.501999,"350_1_1","elephants","HA",13.5,4.5,0.477121254719662
15.484195,-2.504913,"350_2_1","elephants","HA",17.6,4.6,0.582754836132576
15.484249,-2.502086,"351_1_1","elephants","HA",21.9,4.1,0.727660258120383
15.484222,-2.50488,"351_2_1","elephants","HA",11.5,4.2,0.437448549955711
15.484338,-2.502175,"352_1_1","elephants","HA",15,4.3,0.542622803476095
15.48411,-2.504823,"352_2_1","elephants","HA",17.6,4.8,0.564271430438563
15.48447,-2.50537,"352_3_1","elephants","HA",9.1,4,0.356981400993131
15.484306,-2.502286,"353_1_1","elephants","HA",14.4,5.2,0.44235914846045
15.484089,-2.504687,"353_2_1","elephants","HA",11.7,4,0.466125870418199
15.484453,-2.505344,"353_3_1","elephants","HA",9.5,4,0.375663613960885
15.484296,-2.502311,"354_1_1","elephants","HA",12,5.8,0.315753252484688
15.484101,-2.504682,"354_2_1","elephants","HA",11.7,3.6,0.511883360978874
15.48447,-2.505478,"354_3_1","elephants","HA",10.5,4,0.419129307741976
15.48421,-2.502479,"355_1_1","elephants","HA",14.5,6,0.383216751851331
15.484091,-2.504652,"355_2_1","elephants","HA",15,4,0.574031267727719
15.484518,-2.505468,"355_3_1","elephants","HA",9.3,3.2,0.463332970234029
15.48412,-2.502472,"356_1_1","elephants","HA",18,7.1,0.404014156384231
15.484038,-2.504645,"356_2_1","elephants","HA",16.7,6,0.44456522076394
15.484482,-2.505506,"356_3_1","elephants","HA",9,3.1,0.462880815605052
15.4845,-2.502236,"357_1_1","elephants","HA",17.9,5.6,0.504665003973693
15.484064,-2.504559,"357_2_1","elephants","HA",17.2,6,0.457377196523905
15.484468,-2.505535,"357_3_1","elephants","HA",9,3.1,0.462880815605052
15.484597,-2.502282,"358_1_1","elephants","HA",11.5,4,0.458637849025649
15.484057,-2.504543,"358_2_1","elephants","HA",12.2,3.6,0.530057329907461
15.484269,-2.505624,"358_3_1","elephants","HA",11.3,5,0.354108439147401
15.484646,-2.502305,"359_1_1","elephants","HA",11.5,4.7,0.388599982417894
15.484052,-2.504596,"359_2_1","elephants","HA",12.5,4.4,0.453457336521869
15.484191,-2.505612,"359_3_1","elephants","HA",10.9,3.1,0.546064804106351
15.483898,-2.504933,"36_2_1","elephants","HA",12.2,4,0.484299839346786
15.484657,-2.502263,"360_1_1","elephants","HA",15.2,5.6,0.433655560938572
15.484036,-2.50451,"360_2_1","elephants","HA",11.2,3.2,0.544068044350276
15.484122,-2.505093,"360_3_1","elephants","HA",9.5,3.2,0.472573626968942
15.484998,-2.502381,"361_2_1","elephants","HA",18,3.4,0.723793588061051
15.484093,-2.505083,"361_3_1","elephants","HA",10,3.3,0.481486060122113
15.484528,-2.502032,"362_1_1","elephants","HA",13.2,5.8,0.357145937642913
15.485007,-2.502396,"362_2_1","elephants","HA",18,3.2,0.7501225267834
15.484095,-2.505057,"362_3_1","elephants","HA",9.6,3.1,0.490909539205296
15.484456,-2.501987,"363_1_1","elephants","HA",14.9,6.2,0.38079457891402
15.48551,-2.501162,"363_2_1","elephants","HA",15.9,5.6,0.453209097314251
15.484176,-2.505078,"363_3_1","elephants","HA",11,5,0.342422680822206
15.484486,-2.501878,"364_1_1","elephants","HA",16.4,4.9,0.524647768019184
15.48561,-2.501171,"364_2_1","elephants","HA",16.3,5.8,0.448759610841021
15.484161,-2.505063,"364_3_1","elephants","HA",10,5,0.301029995663981
15.48451,-2.501812,"365_1_1","elephants","HA",11.9,5.3,0.351271091791742
15.485826,-2.501139,"365_2_1","elephants","HA",13.5,4.2,0.507084478097106
15.484188,-2.50498,"365_3_1","elephants","HA",9.4,3.1,0.481766159765426
15.484385,-2.501651,"366_1_1","elephants","HA",15.6,5.7,0.43724974268197
15.485744,-2.501175,"366_2_1","elephants","HA",11.6,3,0.587336734507256
15.484229,-2.505002,"366_3_1","elephants","HA",10.2,4,0.406540180433955
15.484333,-2.501647,"367_1_1","elephants","HA",12.3,5.3,0.365629241838609
15.485705,-2.501225,"367_2_1","elephants","HA",12.2,3.8,0.506576234057938
15.483375,-2.505135,"367_3_1","elephants","HA",9.7,4,0.384711742938282
15.484335,-2.501602,"368_1_1","elephants","HA",11.2,4.1,0.436434165950446
15.485531,-2.501187,"368_2_1","elephants","HA",16.2,3.4,0.678036097500376
15.48462,-2.502374,"369_1_1","elephants","HA",16.8,5.2,0.509305938091064
15.485719,-2.501255,"369_2_1","elephants","HA",11.4,3,0.57978359661681
15.483861,-2.504867,"37_2_1","elephants","HA",12.5,4.2,0.473660722610156
15.484626,-2.502523,"370_1_1","elephants","HA",13.9,6.4,0.336834826270208
15.485479,-2.502125,"370_2_1","elephants","HA",13,3.2,0.608793373986931
15.484523,-2.502569,"371_1_1","elephants","HA",16.5,6.2,0.425092254715652
15.485421,-2.501977,"371_2_1","elephants","HA",12.8,2.8,0.660051938305649
15.484475,-2.502582,"372_1_1","elephants","HA",11.6,4.8,0.383216751851331
15.485427,-2.501959,"372_2_1","elephants","HA",11.8,3,0.594760752586463
15.484456,-2.502612,"373_1_1","elephants","HA",12,4,0.477121254719662
15.485428,-2.501756,"373_2_1","elephants","HA",17.2,4.8,0.554287209531962
15.48448,-2.502636,"374_1_1","elephants","HA",13.7,4.8,0.45547932978082
15.485465,-2.501722,"374_2_1","elephants","HA",12.5,5.6,0.348721986001856
15.484379,-2.502587,"375_1_1","elephants","HA",13.8,4.9,0.449683006372723
15.485352,-2.501748,"375_2_1","elephants","HA",18,4.2,0.632023214705406
15.484347,-2.502814,"376_1_1","elephants","HA",15.8,2.8,0.751499055612203
15.485363,-2.50183,"376_2_1","elephants","HA",13.2,4.2,0.497324640807949
15.484102,-2.502836,"377_1_1","elephants","HA",13.3,4.1,0.51106778424735
15.485379,-2.501837,"377_2_1","elephants","HA",11,3.8,0.461609088541415
15.484163,-2.503001,"378_1_1","elephants","HA",17.7,4,0.645913275033844
15.485387,-2.502061,"378_2_1","elephants","HA",12,3.2,0.574031267727719
15.484166,-2.50306,"379_1_1","elephants","HA",21.4,4.3,0.696945317769604
15.485388,-2.502191,"379_2_1","elephants","HA",12,3.2,0.574031267727719
15.483855,-2.504887,"38_2_1","elephants","HA",18.3,5.6,0.514263062724229
15.484222,-2.5029,"380_1_1","elephants","HA",11.1,4.3,0.411854523207071
15.485427,-2.502289,"380_2_1","elephants","HA",14.2,3.2,0.64713836606315
15.484229,-2.502915,"381_1_1","elephants","HA",14,4.2,0.522878745280338
15.485351,-2.502301,"381_2_1","elephants","HA",14.5,3.8,0.581584405618165
15.484275,-2.502928,"382_1_1","elephants","HA",12,4.2,0.455931955649724
15.48535,-2.502304,"382_2_1","elephants","HA",11.8,3.8,0.492098410689315
15.484337,-2.502871,"383_1_1","elephants","HA",11.3,3.9,0.462013836456921
15.485322,-2.502349,"383_2_1","elephants","HA",14.7,3.8,0.587533738131366
15.484446,-2.502869,"384_1_1","elephants","HA",17.3,7.2,0.380713606697527
15.485328,-2.502444,"384_2_1","elephants","HA",14,3.8,0.566344439061428
15.484449,-2.50294,"385_1_1","elephants","HA",15,6.1,0.390761424044914
15.485377,-2.502524,"385_2_1","elephants","HA",11,4,0.439332693830263
15.484419,-2.50296,"386_1_1","elephants","HA",13,4.5,0.460730838531493
15.485412,-2.502517,"386_2_1","elephants","HA",12.2,3.8,0.506576234057938
15.484434,-2.502993,"387_1_1","elephants","HA",13.4,5,0.428134794028789
15.485387,-2.502572,"387_2_1","elephants","HA",15.2,4.8,0.500602350569185
15.484407,-2.503001,"388_1_1","elephants","HA",21.6,5.6,0.586265724144731
15.485455,-2.502391,"388_2_1","elephants","HA",13.3,4.4,0.480398964480898
15.484289,-2.503005,"389_1_1","elephants","HA",15.4,4.3,0.554052265256877
15.485511,-2.502401,"389_2_1","elephants","HA",25,6.4,0.59176003468815
15.483772,-2.504885,"39_2_1","elephants","HA",14.3,4.6,0.492578205783488
15.484482,-2.503202,"390_1_1","elephants","HA",13,5,0.414973347970818
15.485482,-2.502331,"390_2_1","elephants","HA",13.4,4.4,0.48365212187862
15.48453,-2.50323,"391_1_1","elephants","HA",11,4.1,0.42860882843849
15.485594,-2.502381,"391_2_1","elephants","HA",13.3,3.6,0.567549140199799
15.484509,-2.503264,"392_1_1","elephants","HA",12.5,5.2,0.380906669373257
15.485587,-2.502329,"392_2_1","elephants","HA",16.2,3.2,0.704365036222725
15.484522,-2.503301,"393_1_1","elephants","HA",11.1,3.4,0.513844061744402
15.485704,-2.502242,"393_2_1","elephants","HA",15.3,3.4,0.653212513775344
15.484523,-2.503375,"394_1_1","elephants","HA",13.4,4.1,0.514320941645072
15.485746,-2.502206,"394_2_1","elephants","HA",16.7,3.2,0.717566492827677
15.48447,-2.503381,"395_1_1","elephants","HA",14.1,4,0.547159121327418
15.485895,-2.502435,"395_2_1","elephants","HA",13.1,2.6,0.702297947684946
15.484486,-2.503394,"396_1_1","elephants","HA",12,3.6,0.522878745280338
15.48591,-2.502474,"396_2_1","elephants","HA",11.2,3.2,0.544068044350276
15.484427,-2.503492,"397_1_1","elephants","HA",12.8,4.8,0.425968732272281
15.485937,-2.502519,"397_2_1","elephants","HA",22.5,4,0.7501225267834
15.484348,-2.503467,"398_1_1","elephants","HA",12.2,4.4,0.442907154188561
15.485657,-2.502497,"398_2_1","elephants","HA",16.1,5.2,0.490822532397051
15.484406,-2.503522,"399_1_1","elephants","HA",12.7,3.8,0.524020124339147
15.48565,-2.502537,"399_2_1","elephants","HA",13.2,4.6,0.457816099524276
15.482686,-2.504674,"4_2_1","elephants","HA",10.5,3,0.544068044350276
15.483757,-2.504739,"40_2_1","elephants","Strychnos pungens",11.3,4,0.451018452155457
15.484348,-2.503659,"400_1_1","elephants","HA",19.6,6.5,0.479342714713621
15.485665,-2.502518,"400_2_1","elephants","HA",11.7,4.6,0.405428030064588
15.48425,-2.503674,"401_1_1","elephants","HA",17.2,4.3,0.602059991327962
15.485664,-2.502499,"401_2_1","elephants","HA",11.2,5,0.350248018334163
15.48414,-2.503636,"402_1_1","elephants","HA",12.6,4.3,0.466902089537976
15.485684,-2.502619,"402_2_1","elephants","HA",16.4,5.6,0.466655821041497
15.484057,-2.503638,"403_1_1","elephants","HA",19.1,3.8,0.701249770630917
15.485608,-2.502685,"403_2_1","elephants","HA",12.6,4.6,0.437612713435989
15.484064,-2.503744,"404_1_1","elephants","HA",12.7,5.6,0.355615693949756
15.485545,-2.502592,"404_2_1","elephants","HA",12.8,4.6,0.444452137966294
15.484417,-2.503709,"405_1_1","elephants","HA",18.7,6.5,0.458928249893643
15.485529,-2.502604,"405_2_1","elephants","HA",13,4.4,0.470490675820649
15.484495,-2.503668,"406_1_1","elephants","HA",12.4,3.4,0.56194276811998
15.485524,-2.502665,"406_2_1","elephants","HA",17.3,4,0.635986111800833
15.484567,-2.503896,"407_1_1","elephants","Strychnos pungens",10.8,3.4,0.501944838444695
15.485473,-2.502695,"407_2_1","elephants","HA",18.2,5.6,0.511883360978874
15.484607,-2.503936,"408_1_1","elephants","HA",13.8,6.3,0.340538536947655
15.485425,-2.502759,"408_2_1","elephants","HA",12.2,2.8,0.639201799332529
15.484444,-2.504033,"409_1_1","elephants","HA",13.1,3.4,0.585792378613509
15.485331,-2.502607,"409_2_1","elephants","HA",18.5,5.4,0.534777968580045
15.48381,-2.504686,"41_2_1","elephants","HA",24.1,6.8,0.549508129868632
15.484395,-2.503962,"410_1_1","elephants","HA",16.4,3.2,0.709693869727792
15.485384,-2.502782,"410_2_1","elephants","HA",11.8,5.8,0.308454013743188
15.484322,-2.503846,"411_1_1","elephants","HA",12.7,4.8,0.42256248358037
15.485422,-2.50279,"411_2_1","elephants","HA",12,4,0.477121254719662
15.484213,-2.504145,"412_1_1","elephants","HA",12.6,4.1,0.487586688397827
15.485396,-2.502827,"412_2_1","elephants","HA",11,3.2,0.536242706838319
15.484155,-2.50417,"413_1_1","elephants","HA",11.4,4.1,0.444120994616737
15.485326,-2.502827,"413_2_1","elephants","HA",11.7,3.6,0.511883360978874
15.484031,-2.504193,"414_1_1","elephants","HA",12,5.2,0.363177902412826
15.485346,-2.502802,"414_2_1","elephants","HA",11.3,4.2,0.429829153085519
15.484016,-2.504129,"415_1_1","elephants","HA",11.4,4.5,0.403692337561129
15.485371,-2.502979,"415_2_1","elephants","HA",11.4,3.4,0.525425934294217
15.484055,-2.504103,"416_1_1","elephants","HA",12.7,4.5,0.450591207180613
15.485411,-2.502955,"416_2_1","elephants","HA",15,3.4,0.644612342013426
15.484139,-2.504295,"417_1_1","elephants","HA",15.6,5.5,0.452761908860218
15.485333,-2.502996,"417_2_1","elephants","HA",11,3.2,0.536242706838319
15.484183,-2.504309,"418_1_1","elephants","HA",17.6,6.2,0.453120978315896
15.485315,-2.503024,"418_2_1","elephants","HA",11,3.2,0.536242706838319
15.484103,-2.504428,"419_1_1","elephants","HA",16.9,7.3,0.364563844493218
15.485455,-2.502932,"419_2_1","elephants","HA",11.7,2.6,0.653212513775344
15.483885,-2.504739,"42_2_1","elephants","HA",28.8,6.8,0.626883575052995
15.484262,-2.504496,"420_1_1","elephants","HA",11,4.1,0.42860882843849
15.485578,-2.502954,"420_2_1","elephants","HA",15.7,3.6,0.639597151641946
15.484312,-2.504573,"421_1_1","elephants","HA",18.8,6.6,0.454613913721811
15.485547,-2.502859,"421_2_1","elephants","HA",16.6,3.6,0.663805587272768
15.484373,-2.504239,"422_1_1","elephants","HA",16.8,5.6,0.477121254719662
15.485592,-2.502843,"422_2_1","elephants","HA",11.2,3.4,0.517739105627926
15.484444,-2.50423,"423_1_1","elephants","HA",15.2,4.3,0.548375132365186
15.485627,-2.502863,"423_2_1","elephants","HA",12.2,4.4,0.442907154188561
15.484333,-2.504218,"424_1_1","elephants","HA",13.2,4.6,0.457816099524276
15.485588,-2.50289,"424_2_1","elephants","HA",11,4,0.439332693830263
15.484317,-2.504281,"425_1_1","elephants","HA",12.5,3.2,0.59176003468815
15.485691,-2.502839,"425_2_1","elephants","HA",16.3,6.6,0.392643668862089
15.484301,-2.50429,"426_1_1","elephants","HA",15.3,4.5,0.531478917042255
15.485707,-2.502808,"426_2_1","elephants","HA",14,5,0.447158031342219
15.484411,-2.504875,"427_1_1","elephants","HA",17.1,6.3,0.433655560938572
15.485725,-2.502718,"427_2_1","elephants","HA",18.2,6.8,0.427562475278838
15.484481,-2.504868,"428_1_1","elephants","HA",11.9,5,0.376576957056512
15.485706,-2.502965,"428_2_1","elephants","HA",11.5,3,0.583576585633949
15.484557,-2.504892,"429_1_1","elephants","HA",17,5.8,0.467020927815337
15.485519,-2.503025,"429_2_1","elephants","HA",14.3,5,0.456366033129043
15.483863,-2.504792,"43_2_1","elephants","HA",12.2,3.6,0.530057329907461
15.484504,-2.504948,"430_1_1","elephants","HA",11.9,4.7,0.403449103456813
15.485534,-2.503072,"430_2_1","elephants","HA",12.2,5.6,0.338171803668548
15.48448,-2.504979,"431_1_1","elephants","HA",11.7,4.6,0.405428030064588
15.485561,-2.503149,"431_2_1","elephants","HA",11.2,2.6,0.634244674699364
15.484371,-2.50505,"432_1_1","elephants","HA",11.7,4.5,0.414973347970818
15.48564,-2.503097,"432_2_1","elephants","HA",15,3.2,0.670941280735775
15.484276,-2.505051,"433_1_1","elephants","HA",12.5,5.2,0.380906669373257
15.485643,-2.503135,"433_2_1","elephants","HA",11.8,3.4,0.54040309026387
15.484251,-2.504999,"434_1_1","elephants","HA",11.5,3.8,0.480914243736802
15.485672,-2.5031,"434_2_1","elephants","HA",16.9,4.6,0.565128872932099
15.484271,-2.504989,"435_1_1","elephants","HA",18.2,4.3,0.626602932405488
15.485643,-2.503128,"435_2_1","elephants","HA",14,4,0.544068044350276
15.48426,-2.505018,"436_1_1","elephants","HA",12,4.3,0.445712790468038
15.485719,-2.502984,"436_2_1","elephants","HA",14.5,4.8,0.480126764859388
15.48575,-2.502972,"437_2_1","elephants","HA",17.8,5,0.551449997972875
15.485019,-2.501048,"438_1_1","elephants","HA",15.6,4.3,0.559656142774875
15.485764,-2.503026,"438_2_1","elephants","HA",11,4.2,0.418143394760325
15.485416,-2.501232,"439_1_1","elephants","HA",18.1,5.6,0.509490547862984
15.485748,-2.503043,"439_2_1","elephants","HA",13.8,3.8,0.560095489784426
15.483884,-2.504796,"44_2_1","elephants","HA",10,3.2,0.494850021680094
15.48544,-2.501318,"440_1_1","elephants","HA",11.9,4.5,0.422334447617187
15.485726,-2.503037,"440_2_1","elephants","HA",13.5,3.8,0.550550171878196
15.485587,-2.501438,"441_1_1","elephants","HA",15.5,6.2,0.397940008672038
15.485775,-2.503234,"441_2_1","elephants","HA",25.8,6.6,0.592075770421362
15.485506,-2.501538,"442_1_1","elephants","HA",15.5,5.3,0.466055828569502
15.485809,-2.50322,"442_2_1","elephants","HA",14,4,0.544068044350276
15.485217,-2.501479,"443_1_1","elephants","HA",20.8,4.7,0.645965477027044
15.485823,-2.50321,"443_2_1","elephants","HA",11,2.6,0.626419337187407
15.485053,-2.501525,"444_1_1","elephants","HA",19.1,6.4,0.47485339326384
15.485814,-2.503278,"444_2_1","elephants","HA",15.4,4.2,0.564271430438563
15.484991,-2.501416,"445_1_1","elephants","HA",13.7,5.2,0.420717223521608
15.485957,-2.50336,"445_2_1","elephants","HA",13.8,4,0.537819095073274
15.484999,-2.501321,"446_1_1","elephants","HA",11.9,4.8,0.394305724016944
15.485957,-2.503357,"446_2_1","elephants","HA",13.5,5,0.431363764158987
15.484981,-2.5013,"447_1_1","elephants","HA",12.7,4.6,0.441045889274383
15.486039,-2.503452,"447_2_1","elephants","HA",11.8,4,0.469822015978163
15.484968,-2.501659,"448_1_1","elephants","HA",11.5,4.2,0.437448549955711
15.486021,-2.503503,"448_2_1","elephants","HA",15.7,6.5,0.382986295766378
15.485196,-2.501637,"449_1_1","elephants","HA",15.1,4.8,0.497735709917582
15.485818,-2.503513,"449_2_1","elephants","HA",15.5,5.4,0.457937938347323
15.483932,-2.50478,"45_2_1","elephants","HA",15.7,5,0.496929648073215
15.485245,-2.5018,"450_1_1","elephants","HA",11.7,5.2,0.352182518111362
15.485697,-2.503554,"450_2_1","elephants","HA",15.1,4.8,0.497735709917582
15.484982,-2.501981,"451_1_1","elephants","HA",24.5,7.6,0.508352492083741
