"dec_lon","dec_lat","gps","plot","species","dbh_cm","height_m","dbh_height"
15.484978,-2.504036,"1872_3_1","elephants","HA",10.5,5,0.322219294733919
15.484935,-2.503969,"1873_3_1","elephants","HA",10.4,3.1,0.525671645464508
15.484964,-2.503944,"1874_3_1","elephants","HA",9.9,5,0.296665190261531
15.484951,-2.503892,"1875_3_1","elephants","HA",9.8,5,0.292256071356476
15.485076,-2.503708,"1876_3_1","elephants","HA",9.2,3.2,0.458637849025649
15.485337,-2.503664,"1877_3_1","elephants","HA",13.2,4,0.518513939877887
15.48534,-2.503738,"1878_3_1","elephants","HA",9.2,3.8,0.384004230728745
15.485274,-2.50381,"1879_3_1","elephants","HA",10.1,4,0.40226138245468
15.482468,-2.502634,"188_1_1","elephants","HA",9.7,5,0.287801729930226
15.484499,-2.501392,"188_2_1","elephants","HA",13.2,4,0.518513939877887
15.485281,-2.503814,"1880_3_1","elephants","HA",9.4,4,0.371067862271736
15.485319,-2.503852,"1881_3_1","elephants","HA",9.2,3.8,0.384004230728745
15.485428,-2.503805,"1882_3_1","elephants","HA",11,4.2,0.418143394760325
15.485461,-2.503834,"1883_3_1","elephants","HA",10.5,4.5,0.367976785294594
15.485447,-2.503858,"1884_3_1","elephants","HA",9.1,4,0.356981400993131
15.485447,-2.503851,"1885_3_1","elephants","HA",9.1,4.5,0.30582887854575
15.485499,-2.503818,"1886_3_1","elephants","HA",9.1,3.5,0.414973347970818
15.485591,-2.503688,"1887_3_1","elephants","HA",9.3,3.2,0.463332970234029
15.485621,-2.50375,"1888_3_1","elephants","HA",11.5,3.1,0.569336146519339
15.485706,-2.503635,"1889_3_1","elephants","HA",11.2,4.5,0.396005508894838
15.482591,-2.502763,"189_1_1","elephants","HA",10.3,4.2,0.389587934307272
15.484485,-2.501448,"189_2_1","elephants","HA",13.4,4.4,0.48365212187862
15.485832,-2.503447,"1890_3_1","elephants","HA",10,4.1,0.387216143280265
15.485965,-2.503457,"1891_3_1","elephants","HA",10.1,3.1,0.51295967994837
15.486007,-2.503421,"1892_3_1","elephants","HA",10.3,4,0.41077723337721
15.485951,-2.503588,"1893_3_1","elephants","HA",9.7,3.2,0.481621755946339
15.485956,-2.503674,"1894_3_1","elephants","HA",9.4,4,0.371067862271736
15.486086,-2.503714,"1895_3_1","elephants","HA",11.5,4.2,0.437448549955711
15.486112,-2.50369,"1896_3_1","elephants","HA",10.3,4,0.41077723337721
15.486231,-2.50374,"1897_3_1","elephants","HA",9.3,4,0.366422957225973
15.486225,-2.503741,"1898_3_1","elephants","HA",10.7,3.2,0.524233799365304
15.486216,-2.50372,"1899_3_1","elephants","HA",12.5,4,0.494850021680094
15.483159,-2.505011,"19_2_1","elephants","HA",14.2,2.2,0.80986566356085
15.482877,-2.503024,"190_1_1","elephants","HA",9.5,3.4,0.446244688246593
15.484484,-2.501556,"190_2_1","elephants","HA",15.2,4.8,0.500602350569185
15.48618,-2.503641,"1900_3_1","elephants","HA",11,5,0.342422680822206
15.486213,-2.503681,"1901_3_1","elephants","HA",10.8,3.1,0.542062061652677
15.48626,-2.50349,"1902_3_1","elephants","HA",10.1,3.1,0.51295967994837
15.486018,-2.503286,"1903_3_1","elephants","HA",10.3,4,0.41077723337721
15.486057,-2.503201,"1904_3_1","elephants","HA",10.8,3.5,0.489355711136674
15.486109,-2.502984,"1905_3_1","elephants","HA",10.3,3.1,0.5214755308709
15.486089,-2.503021,"1906_3_1","elephants","HA",10.5,6,0.243038048686294
15.486127,-2.503031,"1907_3_1","elephants","HA",9.7,4.1,0.373987877546509
15.48616,-2.503017,"1908_3_1","elephants","HA",10.5,3.1,0.529827605235665
15.486151,-2.502936,"1909_3_1","elephants","HA",11,4,0.439332693830263
15.484459,-2.501556,"191_2_1","elephants","HA",11.8,4.6,0.409124175624551
15.486657,-2.502855,"1910_3_1","elephants","Maprounea africana",9.4,3,0.496006598880036
15.486419,-2.503209,"1911_3_1","elephants","HA",9.7,5,0.287801729930226
15.486491,-2.503249,"1912_3_1","elephants","HA",11.9,4.8,0.394305724016944
15.486493,-2.50331,"1913_3_1","elephants","HA",10.3,7,0.167739184690915
15.486677,-2.503707,"1914_3_1","elephants","HA",9.8,3.1,0.499864381858222
15.486745,-2.503766,"1915_3_1","elephants","HA",10.6,3.1,0.533944171430498
15.486706,-2.503805,"1916_3_1","elephants","HA",9.4,4,0.371067862271736
15.486713,-2.504077,"1917_3_1","elephants","HA",10.6,3.1,0.533944171430498
15.486611,-2.505231,"1918_3_1","elephants","HA",10,3.6,0.443697499232713
15.48653,-2.505237,"1919_3_1","elephants","HA",9.9,4,0.393575203269588
15.482999,-2.503146,"192_1_1","elephants","HA",9,4.8,0.273001272063738
15.48472,-2.501577,"192_2_1","elephants","HA",18.5,5,0.568201724066995
15.486472,-2.505375,"1920_3_1","elephants","HA",10.2,4,0.406540180433955
15.486489,-2.505408,"1921_3_1","elephants","HA",9.5,4,0.375663613960885
15.486457,-2.505373,"1922_3_1","elephants","HA",9.4,4.1,0.360343996879963
15.486379,-2.505423,"1923_3_1","elephants","HA",9.9,4,0.393575203269588
15.486408,-2.505441,"1924_3_1","elephants","HA",10.5,6,0.243038048686294
15.486269,-2.505356,"1925_3_1","elephants","HA",10.3,4,0.41077723337721
15.486289,-2.505312,"1926_3_1","elephants","HA",9.5,4,0.375663613960885
15.486465,-2.505199,"1927_3_1","elephants","HA",10,6,0.221848749616356
15.486473,-2.505242,"1928_3_1","elephants","HA",15,7.5,0.301029995663981
15.486449,-2.505094,"1929_3_1","elephants","HA",10.7,3.2,0.524233799365304
15.483018,-2.503401,"193_1_1","elephants","HA",9,4.4,0.310789832953137
15.48483,-2.501606,"193_2_1","elephants","HA",13.8,5,0.440909082065218
15.486441,-2.505046,"1930_3_1","elephants","HA",11.3,3.4,0.521599526441165
15.486356,-2.504618,"1931_3_1","elephants","HA",9.1,4.5,0.30582887854575
15.486352,-2.504392,"1932_3_1","elephants","HA",10.5,4.5,0.367976785294594
15.486336,-2.504331,"1933_3_1","elephants","HA",9,4,0.352182518111362
15.486314,-2.504344,"1934_3_1","elephants","HA",10.3,6,0.234685974321529
15.486264,-2.504392,"1935_3_1","elephants","HA",11,4.5,0.388180171382881
15.486254,-2.50439,"1936_3_1","elephants","HA",9.2,5,0.264817823009536
15.486246,-2.504324,"1937_3_1","elephants","HA",10.6,3.1,0.533944171430498
15.486296,-2.50424,"1938_3_1","elephants","HA",9.5,4,0.375663613960885
15.486357,-2.504103,"1939_3_1","elephants","HA",9,3.5,0.410174465089049
15.482928,-2.503631,"194_1_1","elephants","HA",11.9,4.4,0.432094284906343
15.484825,-2.501599,"194_2_1","elephants","HA",18.5,5,0.568201724066995
15.486128,-2.504059,"1940_3_1","elephants","HA",11,4,0.439332693830263
15.486123,-2.504046,"1941_3_1","elephants","HA",11.9,4,0.473486970064568
15.485938,-2.504289,"1942_3_1","elephants","HA",9.8,4,0.389166084364532
15.486138,-2.504423,"1943_3_1","elephants","HA",11,4,0.439332693830263
15.486204,-2.50444,"1944_3_1","elephants","HA",9.1,3.1,0.467679698486821
15.486183,-2.504504,"1945_3_1","elephants","HA",10.3,4.1,0.400053367985437
15.486196,-2.504547,"1946_3_1","elephants","HA",9.7,5,0.287801729930226
15.486042,-2.50441,"1947_3_1","elephants","HA",9.7,4,0.384711742938282
15.486051,-2.504484,"1948_3_1","elephants","HA",10.6,4.1,0.412522008545035
15.48598,-2.504506,"1949_3_1","elephants","HA",11,4.2,0.418143394760325
15.482871,-2.503685,"195_1_1","elephants","HA",12.4,3.8,0.513638088545425
15.48486,-2.501665,"195_2_1","elephants","HA",12.2,4.4,0.442907154188561
15.486097,-2.504507,"1950_3_1","elephants","HA",10,4,0.397940008672038
15.485929,-2.504518,"1951_3_1","elephants","HA",9,3.2,0.449092531119419
15.485869,-2.504476,"1952_3_1","elephants","HA",9.6,4.3,0.348802777459982
15.485867,-2.504519,"1953_3_1","elephants","HA",10,6.1,0.214670164989233
15.485972,-2.505131,"1954_3_1","elephants","HA",12.1,3.1,0.591423676482177
15.485972,-2.505151,"1955_3_1","elephants","HA",9.3,3.1,0.477121254719662
15.48581,-2.505342,"1956_3_1","elephants","HA",11,4,0.439332693830263
15.485764,-2.50529,"1957_3_1","elephants","HA",10.5,4,0.419129307741976
15.48573,-2.505131,"1958_3_1","elephants","HA",10.1,3.1,0.51295967994837
15.485698,-2.50511,"1959_3_1","elephants","HA",9.3,3.1,0.477121254719662
15.482799,-2.503669,"196_1_1","elephants","HA",9,3.8,0.374458912822515
15.484919,-2.501622,"196_2_1","elephants","HA",19.2,6,0.505149978319906
15.485704,-2.504772,"1960_3_1","elephants","HA",10.7,4,0.427323786357247
15.485726,-2.504713,"1961_3_1","elephants","HA",10.2,3.2,0.503450193442011
15.485636,-2.504516,"1962_3_1","elephants","HA",9.5,4,0.375663613960885
15.485599,-2.504514,"1963_3_1","elephants","HA",10,3.5,0.455931955649724
15.485544,-2.50432,"1964_3_1","elephants","HA",9.5,3,0.500602350569185
15.485535,-2.504336,"1965_3_1","elephants","HA",10.5,3.1,0.529827605235665
15.485629,-2.504305,"1966_3_1","elephants","HA",11,3.1,0.550030991323952
15.485656,-2.504343,"1967_3_1","elephants","HA",10,3.1,0.508638306165727
15.485743,-2.504217,"1968_3_1","elephants","HA",11.2,4,0.447158031342219
15.485743,-2.504032,"1969_3_1","elephants","HA",11.1,3.2,0.540173000466751
15.482814,-2.503584,"197_1_1","elephants","HA",9.8,4.2,0.367976785294594
15.484906,-2.501659,"197_2_1","elephants","HA",11.2,4,0.447158031342219
15.485313,-2.504134,"1970_3_1","elephants","HA",9.9,3.2,0.490485216277644
15.485086,-2.50426,"1971_3_1","elephants","HA",9.9,3.1,0.504273500763277
15.485057,-2.504293,"1972_3_1","elephants","HA",9.4,3,0.496006598880036
15.485062,-2.504403,"1973_3_1","elephants","HA",9.4,5,0.27415784926368
15.485091,-2.504501,"1974_3_1","elephants","HA",10.3,5.2,0.296833881070373
15.485114,-2.504932,"1975_3_1","elephants","HA",9,4,0.352182518111362
15.485111,-2.50493,"1976_3_1","elephants","HA",10.6,4,0.423245873936808
15.485049,-2.505194,"1977_3_1","elephants","HA",10,3.1,0.508638306165727
15.485067,-2.505257,"1978_3_1","elephants","HA",9.2,3.2,0.458637849025649
15.484986,-2.505379,"1979_3_1","elephants","HA",12.8,4.2,0.483960679249968
15.482744,-2.503624,"198_1_1","elephants","HA",10,5.2,0.283996656365201
15.48492,-2.501734,"198_2_1","elephants","HA",13,3.4,0.582464435264582
15.484768,-2.505327,"1980_3_1","elephants","HA",9,3.1,0.462880815605052
15.484743,-2.505325,"1981_3_1","elephants","HA",9,3,0.477121254719662
15.484718,-2.505303,"1982_3_1","elephants","HA",11.1,4,0.443262987458695
15.484765,-2.505177,"1983_3_1","elephants","HA",19.2,7,0.438203188689293
15.484709,-2.505003,"1984_3_1","elephants","HA",13.5,3.3,0.611819828617119
15.484644,-2.504759,"1985_3_1","elephants","HA",10.1,1.55,0.813989675612351
15.484411,-2.504301,"1986_3_1","elephants","HA",9.8,4,0.389166084364532
15.484547,-2.504868,"1987_3_1","elephants","HA",10.5,4,0.419129307741976
15.48455,-2.504872,"1988_3_1","elephants","HA",10.9,3.2,0.532276519620718
15.484487,-2.50488,"1989_3_1","elephants","HA",10.5,4,0.419129307741976
15.482772,-2.503714,"199_1_1","elephants","HA",9.3,4.6,0.305725116872361
15.484853,-2.501661,"199_2_1","elephants","HA",12.4,3.8,0.513638088545425
15.484447,-2.504853,"1990_3_1","elephants","HA",9.5,4,0.375663613960885
15.484457,-2.504912,"1991_3_1","elephants","HA",9,4,0.352182518111362
15.484445,-2.504951,"1992_3_1","elephants","HA",9.8,4,0.389166084364532
15.484461,-2.505128,"1993_3_1","elephants","HA",12.7,5,0.404833716619938
15.484389,-2.505358,"1994_3_1","elephants","HA",10.3,5,0.313867220369153
15.484349,-2.505355,"1995_3_1","elephants","HA",10,3.1,0.508638306165727
15.484398,-2.505389,"1996_3_1","elephants","HA",9.6,3.1,0.490909539205296
15.482833,-2.504255,"2_2_1","elephants","HA",9,2.4,0.574031267727719
15.483276,-2.505071,"20_2_1","elephants","HA",14.8,3.8,0.590478118778147
15.482555,-2.503684,"200_1_1","elephants","HA",11.7,4,0.466125870418199
15.48466,-2.501916,"200_2_1","elephants","HA",17.6,5.8,0.482084674251213
15.482751,-2.503832,"201_1_1","elephants","HA",9.1,4.6,0.29628356063952
15.484707,-2.501944,"201_2_1","elephants","HA",12.3,3,0.612783856719736
15.482781,-2.503867,"202_1_1","elephants","HA",12.7,5,0.404833716619938
15.48471,-2.502002,"202_2_1","elephants","HA",16.4,3.4,0.683364931005443
15.482787,-2.503876,"203_1_1","elephants","HA",10.4,4.4,0.373580662812593
15.484774,-2.502054,"203_2_1","elephants","HA",13.5,3.2,0.6251837901751
15.484712,-2.502013,"204_2_1","elephants","HA",13.4,3,0.649983543645145
15.48299,-2.503825,"205_1_1","elephants","HA",9.1,3.8,0.379257795704283
15.484945,-2.50206,"205_2_1","elephants","HA",18.5,3.6,0.710869227635726
15.482997,-2.503809,"206_1_1","elephants","HA",9.9,3.4,0.464156277555295
15.484973,-2.502439,"206_2_1","elephants","HA",11.6,3.4,0.532979072184663
15.48319,-2.503781,"207_1_1","elephants","HA",9.3,3.5,0.42441490420366
15.48497,-2.502475,"207_2_1","elephants","HA",11.4,5,0.357934847000454
15.483246,-2.503916,"208_1_1","elephants","HA",9.4,3,0.496006598880036
15.484974,-2.502491,"208_2_1","elephants","HA",15.2,4.8,0.500602350569185
15.483293,-2.50397,"209_1_1","elephants","HA",19.8,5.8,0.533237196698594
15.484907,-2.502448,"209_2_1","elephants","HA",20.1,4.6,0.640438225738915
15.483161,-2.505515,"21_2_1","elephants","HA",13.2,5,0.421603926869831
15.483269,-2.503881,"210_1_1","elephants","HA",11.8,3.5,0.52781396295585
15.484872,-2.502686,"210_2_1","elephants","HA",20,4.2,0.677780705266081
15.483355,-2.504092,"211_1_1","elephants","HA",9.8,3.4,0.45974715865024
15.484896,-2.502686,"211_2_1","elephants","HA",12.8,3.8,0.527426373031058
15.483429,-2.504118,"212_1_1","elephants","HA",9.7,3,0.509650479546582
15.484789,-2.502773,"212_2_1","elephants","HA",12,4,0.477121254719662
15.483434,-2.504125,"213_1_1","elephants","HA",12.8,3.2,0.602059991327962
15.484785,-2.502803,"213_2_1","elephants","HA",15.6,6,0.414973347970818
15.483465,-2.504169,"214_1_1","elephants","HA",13,3.5,0.569875307956561
15.484655,-2.502751,"214_2_1","elephants","HA",13.8,4,0.537819095073274
15.48332,-2.504266,"215_1_1","elephants","HA",16.9,4,0.625826713285711
15.484643,-2.502656,"215_2_1","elephants","HA",12.1,3.8,0.50300177369964
15.48333,-2.50432,"216_1_1","elephants","HA",16.2,3,0.732393759822969
15.484531,-2.50266,"216_2_1","elephants","HA",12.3,4,0.487845120111436
15.483325,-2.504363,"217_1_1","elephants","HA",9.4,3.2,0.467977875279793
15.484624,-2.502727,"217_2_1","elephants","HA",17.6,4.4,0.602059991327962
15.48317,-2.504366,"218_1_1","elephants","HA",9.4,3,0.496006598880036
15.484629,-2.502791,"218_2_1","elephants","HA",13.8,4,0.537819095073274
15.483165,-2.504378,"219_1_1","elephants","HA",11.9,3.6,0.519244460625243
15.48459,-2.50282,"219_2_1","elephants","HA",13.1,4.8,0.436030058280177
15.484049,-2.505576,"22_2_1","elephants","HA",9.8,3.8,0.411442479075685
15.483132,-2.50439,"220_1_1","elephants","HA",9,3.2,0.449092531119419
15.484678,-2.502777,"220_2_1","elephants","HA",11.3,3.6,0.496775942716132
15.483115,-2.50437,"221_1_1","elephants","HA",10.5,3.2,0.516039320750032
15.484694,-2.502866,"221_2_1","elephants","HA",13.9,3,0.665893545534433
15.483162,-2.504306,"222_1_1","elephants","HA",10.9,4.2,0.414177207542723
15.484591,-2.502877,"222_2_1","elephants","HA",12.2,6,0.308208580291105
15.483199,-2.50448,"223_1_1","elephants","HA",9.5,2.9,0.515325607389892
15.484587,-2.502877,"223_2_1","elephants","HA",11,6,0.263241434774581
15.483268,-2.504482,"224_1_1","elephants","HA",9.8,3.4,0.45974715865024
15.484607,-2.50289,"224_2_1","elephants","HA",11.6,5.6,0.316269962220718
15.483393,-2.504539,"225_1_1","elephants","HA",13.8,3.4,0.608400169358981
15.484624,-2.502936,"225_2_1","elephants","HA",18.6,4.8,0.588271706842329
15.483231,-2.504566,"226_1_1","elephants","HA",13.8,3.4,0.608400169358981
15.484616,-2.502992,"226_2_1","elephants","HA",14.2,4.4,0.508835667896869
15.483129,-2.504727,"227_1_1","elephants","HA",11.2,3.8,0.469434426053371
15.484674,-2.503114,"227_2_1","elephants","HA",18.7,4.4,0.628388930050311
15.483263,-2.504798,"228_1_1","elephants","HA",16.8,4.4,0.581856605239675
15.484866,-2.502975,"228_2_1","elephants","HA",13.9,4.4,0.499562123767908
15.483286,-2.504819,"229_1_1","elephants","HA",9.6,3.8,0.402487636422758
15.484864,-2.502997,"229_2_1","elephants","HA",11,4.4,0.397940008672038
15.483958,-2.505383,"23_2_1","elephants","HA",10.7,2.6,0.614410429714392
15.483337,-2.504786,"230_1_1","elephants","HA",15.6,3.5,0.649056554004186
15.484881,-2.502992,"230_2_1","elephants","HA",13.2,2.3,0.758846095188257
15.483374,-2.504933,"231_1_1","elephants","HA",21.7,5.4,0.604065974025561
15.4849,-2.502902,"231_2_1","elephants","HA",13.3,6,0.345700390583442
15.483329,-2.505052,"232_1_1","elephants","HA",11.4,3,0.57978359661681
15.484926,-2.502827,"232_2_1","elephants","HA",13.4,5,0.428134794028789
15.483405,-2.505125,"233_1_1","elephants","HA",10.9,4,0.435366506612661
15.484916,-2.502796,"233_2_1","elephants","HA",28,6.8,0.614649118635983
15.483423,-2.505138,"234_1_1","elephants","HA",9.1,2.4,0.578830150609488
15.484894,-2.502669,"234_2_1","elephants","HA",13.7,6.2,0.344328877658153
15.4834,-2.505165,"235_1_1","elephants","HA",13.3,4.2,0.500602350569185
15.48506,-2.502955,"235_2_1","elephants","HA",12.4,4,0.491361693834273
15.483394,-2.505195,"236_1_1","elephants","HA",9,2.8,0.507084478097106
15.485082,-2.502977,"236_2_1","elephants","HA",14.6,4,0.562292864456475
15.483436,-2.505217,"237_1_1","elephants","HA",10,4.6,0.337242168318426
15.485187,-2.503184,"237_2_1","elephants","HA",14.3,4,0.553276046137099
15.483486,-2.505189,"238_1_1","elephants","HA",10.2,3.8,0.428816575145107
15.485051,-2.503238,"238_2_1","elephants","HA",NA,NA,NA
15.483425,-2.505266,"239_1_1","elephants","HA",9.2,3,0.486666572625893
15.484932,-2.503077,"239_2_1","elephants","HA",11,4.4,0.397940008672038
15.483949,-2.505343,"24_2_1","elephants","HA",10.8,3.2,0.528273777167044
15.483287,-2.50554,"240_1_1","elephants","HA",12.9,3.4,0.579110793256994
15.484673,-2.503236,"240_2_1","elephants","HA",11,3.8,0.461609088541415
15.483457,-2.505569,"241_1_1","elephants","HA",14.9,5.6,0.424998241406074
15.484643,-2.503249,"241_2_1","elephants","HA",15,4,0.574031267727719
15.483585,-2.505564,"242_1_1","elephants","HA",11,4.5,0.388180171382881
15.484608,-2.503288,"242_2_1","elephants","HA",13.4,4.6,0.464346966683234
15.483695,-2.505214,"243_1_1","elephants","HA",12.7,4.2,0.480554430558056
15.48467,-2.50333,"243_2_1","elephants","HA",15,3.2,0.670941280735775
15.483791,-2.505228,"244_1_1","elephants","HA",11.1,5.2,0.329319635151858
15.484715,-2.503347,"244_2_1","elephants","HA",12.9,3.4,0.579110793256994
15.483799,-2.505304,"245_1_1","elephants","HA",14.6,4,0.562292864456475
15.484729,-2.503368,"245_2_1","elephants","HA",12.8,5.2,0.391206626013069
15.483709,-2.50508,"246_1_1","elephants","HA",15.4,4.6,0.524762889154889
15.48476,-2.503332,"246_2_1","elephants","HA",14.2,5.2,0.436285000748257
15.483673,-2.505104,"247_1_1","elephants","HA",10.4,3.8,0.43724974268197
15.484753,-2.503295,"247_2_1","elephants","HA",17.2,4.4,0.592075770421361
15.483633,-2.505085,"248_1_1","elephants","HA",9,6.2,0.161850819941071
15.484731,-2.503241,"248_2_1","elephants","HA",11.2,4.4,0.405765346183994
15.483669,-2.504994,"249_1_1","elephants","HA",12.1,3.8,0.50300177369964
15.484902,-2.503288,"249_2_1","elephants","HA",12.5,3.6,0.540607512240769
15.484006,-2.505375,"25_2_1","elephants","HA",9.5,4,0.375663613960885
15.483615,-2.50499,"250_1_1","elephants","HA",19.9,6.5,0.485939719766851
15.484937,-2.503247,"250_2_1","elephants","HA",12.5,4.4,0.453457336521869
15.483486,-2.505043,"251_1_1","elephants","HA",12.3,4.2,0.466655821041497
15.484951,-2.503255,"251_2_1","elephants","HA",11.9,3,0.598425706672868
15.483465,-2.505063,"252_1_1","elephants","HA",11.5,5,0.361727836017593
15.484941,-2.503294,"252_2_1","elephants","HA",16.8,3.4,0.693830364683608
15.483633,-2.504936,"253_1_1","elephants","HA",14.1,6.2,0.356827423157126
15.484807,-2.503413,"253_2_1","elephants","HA",11,4.8,0.360151447782638
15.483652,-2.504879,"254_1_1","elephants","HA",11.8,3.4,0.54040309026387
15.48485,-2.503403,"254_2_1","elephants","HA",11,3.2,0.536242706838319
15.483657,-2.504813,"255_1_1","elephants","HA",10.3,4.8,0.331595987329585
15.484804,-2.503454,"255_2_1","elephants","HA",11.4,4.4,0.413452174850285
15.483563,-2.504892,"256_1_1","elephants","HA",14.8,6,0.392110465011314
15.484725,-2.503452,"256_2_1","elephants","HA",11.4,3.4,0.525425934294217
15.483557,-2.504761,"257_1_1","elephants","HA",16.3,7,0.367089564389701
15.484723,-2.50342,"257_2_1","elephants","HA",12.7,3.2,0.598653742636051
15.48351,-2.504729,"258_1_1","elephants","HA",13.1,4.4,0.473818619169577
15.484696,-2.503435,"258_2_1","elephants","HA",11,3,0.564271430438563
15.483486,-2.504708,"259_1_1","elephants","HA",10,5.5,0.259637310505756
15.484564,-2.503571,"259_2_1","elephants","HA",13.4,3,0.649983543645145
15.48399,-2.505221,"26_2_1","elephants","HA",9,3.2,0.449092531119419
15.483501,-2.504702,"260_1_1","elephants","HA",15.3,6,0.406540180433955
15.484736,-2.503583,"260_2_1","elephants","HA",17.4,3.6,0.684246747515312
15.483581,-2.50465,"261_1_1","elephants","HA",20.5,6.2,0.5193621715575
15.484797,-2.503568,"261_2_1","elephants","HA",16.5,4,0.615423952885944
15.483654,-2.504619,"262_1_1","elephants","HA",10.8,5.2,0.317420411852151
15.484891,-2.503555,"262_2_1","elephants","HA",14.9,5,0.474216264076255
15.483519,-2.504659,"263_1_1","elephants","HA",12.3,4.4,0.446452434953211
15.484908,-2.503506,"263_2_1","elephants","HA",13.3,5,0.424881636631067
15.483439,-2.504636,"264_1_1","elephants","HA",14.6,8.8,0.219870183634268
15.484833,-2.503461,"264_2_1","elephants","HA",14,4.4,0.502675359192051
15.483405,-2.504678,"265_1_1","elephants","HA",14.9,4.4,0.529733591926087
15.484909,-2.503506,"265_2_1","elephants","HA",11,4.6,0.378634853476651
15.483381,-2.504742,"266_1_1","elephants","HA",13.7,4.8,0.45547932978082
15.484926,-2.503558,"266_2_1","elephants","HA",11.8,3.6,0.515579506538838
15.48346,-2.504497,"267_1_1","elephants","HA",12.5,4,0.494850021680094
15.484931,-2.503601,"267_2_1","elephants","HA",13.1,3.6,0.560968794888477
15.483397,-2.504443,"268_1_1","elephants","HA",10.5,4.5,0.367976785294594
15.48482,-2.503662,"268_2_1","elephants","HA",11.1,4,0.443262987458695
15.483443,-2.50438,"269_1_1","elephants","HA",11.1,3.8,0.465539382169847
15.484955,-2.503723,"269_2_1","elephants","HA",11,3.8,0.461609088541415
15.483993,-2.505034,"27_2_1","elephants","HA",10.6,4.6,0.362548033583196
15.483462,-2.504401,"270_1_1","elephants","HA",11.1,4.8,0.36408174141107
15.484889,-2.503778,"270_2_1","elephants","HA",12.7,4.2,0.480554430558056
15.48349,-2.504221,"271_1_1","elephants","HA",12.7,4.8,0.42256248358037
15.484898,-2.503723,"271_2_1","elephants","HA",17.8,5.2,0.534416658674095
15.483532,-2.504211,"272_1_1","elephants","HA",12.7,5.2,0.387800377321158
15.484971,-2.503754,"272_2_1","elephants","HA",12.1,5.2,0.366782026681651
15.483537,-2.504261,"273_1_1","elephants","HA",14.5,4,0.559308010907013
15.484932,-2.503748,"273_2_1","elephants","HA",12,4.6,0.416423414366051
15.483507,-2.504097,"274_1_1","elephants","HA",11.5,4.6,0.397940008672038
15.484937,-2.503816,"274_2_1","elephants","HA",12,3,0.602059991327962
15.483527,-2.504075,"275_1_1","elephants","HA",11.7,4.3,0.434717406166575
15.484997,-2.503753,"275_2_1","elephants","HA",15.4,5,0.488550716500444
15.483558,-2.504116,"276_1_1","elephants","HA",14,4.5,0.492915521902894
15.484965,-2.503845,"276_2_1","elephants","HA",11.2,4.6,0.386460190988608
15.483598,-2.50412,"277_1_1","elephants","HA",11.3,3.8,0.47329484686661
15.484918,-2.503905,"277_2_1","elephants","HA",11.4,3.4,0.525425934294217
15.483621,-2.504126,"278_1_1","elephants","HA",10.3,4.6,0.350079393023598
15.484886,-2.503883,"278_2_1","elephants","HA",11.3,2.4,0.672867201771814
15.48363,-2.50407,"279_1_1","elephants","HA",13.8,6.2,0.347487396902983
15.484758,-2.50385,"279_2_1","elephants","HA",11.3,3.2,0.547928465163514
15.483923,-2.505119,"28_2_1","elephants","HA",10.6,3.8,0.44552226864796
15.483675,-2.504006,"280_1_1","elephants","HA",12.8,4,0.505149978319906
15.48474,-2.503873,"280_2_1","elephants","HA",11.5,3.8,0.480914243736802
15.483672,-2.504005,"281_1_1","elephants","HA",12.2,4.2,0.463110540276848
15.484695,-2.50411,"281_2_1","elephants","HA",17,5,0.531478917042255
15.483638,-2.503987,"282_1_1","elephants","HA",13,4.2,0.490694061908936
15.484696,-2.504176,"282_2_1","elephants","HA",11.5,4.4,0.417245163867424
15.483642,-2.503839,"283_1_1","elephants","HA",13.7,5.2,0.420717223521608
15.484738,-2.504122,"283_2_1","elephants","HA",13,4,0.511883360978874
15.483438,-2.503771,"284_1_1","elephants","HA",18,6.5,0.44235914846045
15.484816,-2.504052,"284_2_1","elephants","HA",13.5,3.4,0.598854851452751
15.483372,-2.503649,"285_1_1","elephants","HA",18,5.2,0.539269161468507
15.484925,-2.504059,"285_2_1","elephants","HA",15,4.2,0.552841968657781
15.48347,-2.503673,"286_1_1","elephants","HA",13.1,5.4,0.384877535832796
15.48494,-2.504088,"286_2_1","elephants","HA",13.5,4.2,0.507084478097106
15.483294,-2.503713,"287_1_1","elephants","HA",13.8,4.6,0.477121254719662
15.485001,-2.504048,"287_2_1","elephants","HA",11.3,2.2,0.710655762661214
15.483296,-2.503582,"288_1_1","elephants","HA",10.2,4.9,0.318404091733404
15.485005,-2.504027,"288_2_1","elephants","HA",18.9,4.4,0.633009127687057
15.483326,-2.503545,"289_1_1","elephants","HA",10.8,5,0.334453751150931
15.485004,-2.50402,"289_2_1","elephants","HA",27.2,8,0.531478917042255
15.483932,-2.505106,"29_2_1","elephants","HA",9.4,3.6,0.416825352832411
15.483309,-2.503454,"290_1_1","elephants","HA",12.9,5.2,0.39458636666445
15.48496,-2.503973,"290_2_1","elephants","HA",14.1,4.8,0.467977875279793
15.483394,-2.503429,"291_1_1","elephants","HA",10.6,5,0.326335860928751
15.484966,-2.503959,"291_2_1","elephants","HA",11.8,4.8,0.390640769930538
15.483191,-2.503391,"292_1_1","elephants","HA",12.2,4.2,0.463110540276848
15.484948,-2.50395,"292_2_1","elephants","HA",14.1,6,0.371067862271736
15.483361,-2.503216,"293_1_1","elephants","HA",11.9,4.2,0.45229767099463
